claim_idx,claim,concat_hate,claim_hate,claim_cw_llm_loop,claim_cw_gold,claim_needed_judge_llm_loop,claim_needed_judge_gold,claim_agreement_count_gold,claim_agreement_count_llm_loop
238_premise0,"Based on the rate of improvement from 2003 to 2009 , it would take up to 105 years to close the white/Hispanic achievement gap and at least 189 years to close the white/black gap ",0,,CFS,CFS,0.0,0.0,3.0,2.0
239_premise0,Just as Hitler 's youth ours must be addressed early to the doctrines in order to secure a foundamental inherent belief system,0,,NFS,NFS,0.0,0.0,3.0,2.0
240_premise0,im a 29 year old proud white male,0,,UFS,UFS,1.0,0.0,3.0,1.0
241_premise0,White Irish nationalist for Ireland White German nationalist for Germany White Dutch people for the Netherlands,0,,NFS,NFS,1.0,0.0,3.0,1.0
242_premise0,The Brits celebrated the God Tyr on the second day of the week.,0,,CFS,CFS,0.0,0.0,3.0,2.0
243_premise0,Normal people of either orientation do n't have their sex life at the centre of their attention all the time,0,,CFS,CFS,1.0,0.0,3.0,1.0
244_premise0,My favorite part. sheds some light on how the Holocaust is taught in high schools around the world,0,,NFS,NFS,0.0,0.0,3.0,2.0
245_premise0,im new on this site,0,,UFS,UFS,1.0,0.0,2.0,1.0
246_premise0,"i worry about my kids education as i am not very intelligent , nor do i have experience with kids or educating them.",0,,UFS,UFS,1.0,0.0,2.0,1.0
247_premise0,It is important to stay grounded with a group who are not part of the mass.,0,,NFS,NFS,0.0,0.0,3.0,2.0
248_premise0,She is off this week from school for thanksgiving.,0,,UFS,UFS,1.0,0.0,3.0,1.0
249_premise0,Well here we have it a white european team against a latin american team.,0,,UFS,UFS,0.0,0.0,2.0,2.0
250_premise0,The word nationalism to this day doesnt have a watertight definition,0,,CFS,CFS,1.0,0.0,3.0,1.0
251_premise0,i am a reserve officer in my town,0,,UFS,UFS,1.0,0.0,3.0,1.0
252_premise0,I have short hair,0,,UFS,UFS,1.0,0.0,3.0,1.0
253_premise0,"If you really want to change that bad grammar habit , simply practice at home ( or in your work cubicle )",0,,NFS,NFS,0.0,0.0,3.0,2.0
254_premise0,Drinking does ease the sorrow of a lonely life,0,,CFS,CFS,1.0,1.0,1.0,1.0
255_premise0,"David Allen Snyder, age 26, died on October 18, 2009 at his residence in Findlay, Ohio.",0,,UFS,CFS,1.0,0.0,3.0,1.0
256_premise0,The no child left behind program is bull in my mind,0,,UFS,UFS,1.0,0.0,2.0,1.0
257_premise0,That s how I and my friends were for awhile we have the same beliefs,0,,UFS,UFS,1.0,0.0,2.0,1.0
258_premise0,"I've seen it , the whole thing",0,,UFS,UFS,1.0,0.0,2.0,1.0
259_premise0,"If a White person says they 're against interracial marriage , then that 's racist.",0,,NFS,UFS,0.0,1.0,1.0,2.0
260_premise0,Genetic makeup determines physical appearance.,0,,CFS,CFS,0.0,0.0,3.0,2.0
261_premise0,"Oh Chrommagus , we are so lucky that you did not destroy this `` gypsy capital of Sofia '' , ( Whatever it means )",0,,NFS,NFS,1.0,0.0,2.0,1.0
262_premise0,Services account for 62.6% of GDP,0,,CFS,CFS,0.0,0.0,3.0,2.0
263_premise0,I just got a car.,0,,UFS,UFS,1.0,0.0,3.0,1.0
264_premise0,It 's good to spook kids with our folklore so they can pass it down,0,,NFS,NFS,0.0,0.0,3.0,2.0
265_premise0,I cant stand this guy and hate it when i meet whites and they say how funny they think he is,0,,NFS,NFS,0.0,0.0,3.0,2.0
266_premise0,Most jews seem pretty white,0,,CFS,CFS,1.0,0.0,3.0,1.0
267_premise0,The homosexual outcasts of the nation moved into San Francisco's Castro District.,0,,CFS,CFS,0.0,0.0,3.0,2.0
268_premise0,Probably be a good idea to call your kid 's teachers and find out what they are learning about ,0,,NFS,NFS,0.0,0.0,3.0,2.0
269_premise0,I went to Iran when I was little ( I only went to Shiraz & Tehran ),0,,UFS,UFS,0.0,0.0,3.0,2.0
270_premise0,im not in history this year. cant really talk about last year cause i forgot most of it by now,0,,UFS,UFS,1.0,0.0,2.0,1.0
271_premise0,Wiggers by nature are very much influenced by peer pressure ( that 's why they are wiggers ),0,,CFS,CFS,1.0,0.0,3.0,1.0
272_premise0,you can shock them wake them up or remind them.,0,,NFS,NFS,0.0,0.0,3.0,2.0
273_premise0,The hippies moved in from all across the nation to the Haight Ashbury.,0,,CFS,CFS,1.0,0.0,2.0,1.0
274_premise0,This is a picture of Christian Albanian people,0,,UFS,UFS,0.0,0.0,2.0,2.0
275_premise0,"In a crisis, people will have to join us or face death at the hands of non-whites.",0,,NFS,CFS,1.0,0.0,2.0,1.0
276_premise0,so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER,0,,UFS,UFS,1.0,0.0,2.0,1.0
277_premise0,a black racist bus driver started to call my sister and her friends racial names,0,,UFS,UFS,1.0,0.0,3.0,1.0
278_premise0,These in Russia i saw was pure black as black as can be,0,,UFS,UFS,1.0,0.0,2.0,1.0
279_premise0,im looking to make new friends,0,,UFS,UFS,1.0,0.0,2.0,1.0
280_premise0,"If a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content .",0,,CFS,UFS,0.0,1.0,1.0,2.0
281_premise0,"if they can sell this stuff to White women , what CAN' T they sell them ?",0,,NFS,NFS,1.0,0.0,2.0,1.0
282_premise0,My first kiss was a girl called Kelsey that lived down the street from me when i was 10,0,,UFS,UFS,1.0,0.0,3.0,1.0
283_premise0,I also attended a Masters/PhD graduation ceremony at a major state university a few years ago,0,,UFS,UFS,0.0,0.0,3.0,2.0
284_premise0,There is a meeting or event happening outside the UCC in Cork at 10:30 am on the 10th of March.,0,,UFS,UFS,1.0,0.0,3.0,1.0
285_premise0,"Vanemuine, the God of songs and games, did not approve of Estonians singing in English.",0,,NFS,CFS,1.0,0.0,3.0,1.0
286_premise0,Parents work all the time and let their kids watch hours of Mtv after school.,0,,CFS,CFS,1.0,0.0,2.0,1.0
287_premise0,The immigration laws have not been updated.,0,,CFS,CFS,0.0,0.0,3.0,2.0
288_premise0,I wonder why this has been introduced,0,,NFS,NFS,0.0,0.0,3.0,2.0
289_premise0,UKIP seems like a small step in the right direction.,0,,NFS,NFS,0.0,0.0,3.0,2.0
290_premise0,First it was called `` Kod pastira '' ( At Shepherd 's ) in 1878 ,0,,CFS,CFS,1.0,0.0,3.0,1.0
291_premise0,Junior school kids are not allowed to sing Bar Bar Black Sheep anymore.,0,,CFS,CFS,1.0,0.0,3.0,1.0
292_premise0,The elderly gentleman has dedicated his life to exposing the Holocaust myth.,0,,CFS,UFS,0.0,0.0,2.0,2.0
293_premise0,The band was singing the only English song.,0,,UFS,UFS,1.0,0.0,3.0,1.0
294_premise0,The bulk of people on Stormfront use it as a sort of Dungeons and Dragons or fantasy football league.,0,,CFS,CFS,1.0,1.0,1.0,1.0
295_premise0,Absolute Vodka is a sponsor for RuPaul's Drag Race.,0,,CFS,CFS,0.0,0.0,3.0,2.0
296_premise0,"I read in ""March of the Titans"" that there are three ""subraces"" of whites: Nordic, Alpine, and Mediterranean.",0,,CFS,CFS,0.0,0.0,3.0,2.0
297_premise0,i think everybody knew check out his thread ' skinheads ' https : //www.stormfront.org/forum/show,0,,NFS,NFS,0.0,0.0,3.0,2.0
298_premise0,Many alcoholics can fall into `` zapoy '' and drink up to 5-7 liters of `` palenka '' during the daylight time,0,,CFS,CFS,0.0,0.0,2.0,2.0
299_premise0,I want more data but this is a good start,0,,UFS,NFS,1.0,0.0,2.0,1.0
300_premise0,"In interviews with the sailors , Bikel learns of some of the high-pressure police interrogation techniques",0,,CFS,CFS,0.0,0.0,2.0,2.0
301_premise0,"If I show fyromanians a picture of a beautiful white Bulgarian girl and don't tell them she is Bulgarian, they will see her as a white European.",0,,CFS,UFS,0.0,1.0,1.0,2.0
302_premise0,I have a 3-y-o son,0,,UFS,UFS,1.0,0.0,3.0,1.0
303_premise0,Since my relatives used to be arranged for a trip when the Feds has a new plan,0,,UFS,UFS,1.0,0.0,2.0,1.0
304_premise0,Tens of thousands of people graduate with these worthless degrees,0,,CFS,CFS,1.0,0.0,3.0,1.0
305_premise0,"People know their nationality from birth, not from books.",0,,CFS,CFS,0.0,0.0,2.0,2.0
306_premise0,I thank that the only one that can tall you what to do is your self and no one els,0,,NFS,NFS,0.0,0.0,3.0,2.0
307_premise0,I just got a group started in my area Roswell Aryan Front ,0,,UFS,UFS,1.0,0.0,2.0,1.0
308_premise0,I put a aluminum pistol cleaning rod in my cordless drill with brush attached.,0,,UFS,UFS,0.0,0.0,2.0,2.0
309_premise0,My buddy showed me this place last night.,0,,UFS,UFS,1.0,0.0,2.0,1.0
310_premise0,`` The aim and final end of all music should be none other than the glory of God and the refreshment of the soul . '' - Johann Sebastian Bach,0,,NFS,NFS,0.0,0.0,2.0,2.0
311_premise0,im in town every day and i 've never come accross them.,0,,UFS,UFS,1.0,0.0,3.0,1.0
312_premise0,"We are cooking a duck on the rotisserie, catch the fat drippings and cook little potatoes in that , its delicious",0,,UFS,UFS,1.0,0.0,2.0,1.0
313_premise0,i do this and the looks i get out of disgust are regular,0,,UFS,UFS,1.0,0.0,2.0,1.0
314_premise0,I just had my first child.,0,,UFS,UFS,0.0,0.0,3.0,2.0
315_premise0,I contacted the school about the boy with the knife,0,,UFS,UFS,1.0,0.0,2.0,1.0
316_premise0,Responsible Body Armor Possession Act Keeps Military Armor out of the Wrong Hands | Congressman Mike Honda,0,,CFS,CFS,0.0,0.0,3.0,2.0
317_premise0,My niece Annabella has beautiful blonde hair and blue eyes.,0,,UFS,UFS,1.0,0.0,3.0,1.0
318_premise0,i joined this site just a few hours ago but ive been visiting for a while before hand,0,,UFS,UFS,1.0,0.0,2.0,1.0
319_premise0,I 'm trying to move myself and my three year old son up to Northern California or even out of state somewhere near woodlands,0,,UFS,UFS,1.0,0.0,3.0,1.0
320_premise0,The swastika is a powerful symbol that strikes fear into the heart of our racial enemies.,0,,CFS,CFS,1.0,0.0,3.0,1.0
321_premise0,"This is what we used to sing in elementary school ""Mine eyes have seen the glory of the burning of the school We have tortured all the teachers , we have broken every rule We are heading for the Principal with fire and torture too As we go marching on !""
",0,,UFS,UFS,1.0,0.0,3.0,1.0
322_premise0,A more apt analogy would be if he went to a party and showed up to find a small group of whites standing around.,0,,NFS,NFS,0.0,0.0,3.0,2.0
323_premise0,They sleep on dirty floors in dirty houses with their dirty kids,0,,UFS,UFS,0.0,1.0,1.0,2.0
324_premise0,"I thought about how we would clean the M60 barrels on the Hueys ( 2 on each side , 1 each door gunner/crew chief , 2 TAT101 front turret ",0,,UFS,NFS,1.0,0.0,2.0,1.0
325_premise0,we had a great depresion many years a go,0,,CFS,CFS,1.0,0.0,3.0,1.0
326_premise0,I want to preserve my race and culture and to live in a white country .,0,,NFS,NFS,1.0,0.0,2.0,1.0
327_premise0,When I was a kid I cut his grass for a few quid ,0,,UFS,UFS,1.0,0.0,3.0,1.0
328_premise0,California has gotten so weak,0,,CFS,CFS,1.0,0.0,2.0,1.0
329_premise0,Is there one white woman here who would like to be my Queen,0,,NFS,NFS,0.0,0.0,3.0,2.0
330_premise0,Our bluebells have flowers that droop down.,0,,UFS,UFS,1.0,0.0,2.0,1.0
331_premise0,"Gang members targeted white victims in Denver attacks on December 4, 2009.",0,,CFS,CFS,0.0,0.0,3.0,2.0
332_premise0,I was in jail in waukesha a few years back,0,,UFS,UFS,1.0,0.0,3.0,1.0
333_premise0,When it is used for the advancement of white nationalism it proves to only hold us back,0,,CFS,NFS,1.0,0.0,2.0,1.0
334_premise0,My mother's father is full blonde Irish.,0,,UFS,UFS,1.0,0.0,3.0,1.0
335_premise0,Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ),0,,CFS,CFS,1.0,0.0,3.0,1.0
336_premise0,You have a moral duty as an upstanding citizen and white person.,0,,NFS,NFS,0.0,0.0,3.0,2.0
337_premise0,"The Lone Ranger, Annie, Vikings, Spartacus, and Hercules were all portrayed as black.",0,,CFS,CFS,0.0,0.0,3.0,2.0
338_premise0,I'm new to SF,0,,UFS,UFS,1.0,0.0,2.0,1.0
339_premise0,want someone who will be a friend and a girlfriend,0,,NFS,NFS,0.0,0.0,2.0,2.0
340_premise0,Woman was brutally attacked by 2 men in her home,0,,CFS,CFS,1.0,0.0,2.0,1.0
341_premise0,Five students were sent home for wearing American flag T-shirts on Cinco de Mayo.,0,,CFS,CFS,0.0,0.0,3.0,2.0
342_premise0,I was on a website checking into buying land in eastern Europe.,0,,UFS,UFS,0.0,0.0,2.0,2.0
343_premise0,The reflection nebulae are found along Orion's sword.,0,,CFS,CFS,0.0,0.0,3.0,2.0
344_premise0,my first kiss was when i was about 5 or 6 ,0,,UFS,UFS,1.0,0.0,3.0,1.0
345_premise0,Melinda Allen 's mother discovered the bodies of her daughter and grandson at the family 's home at 2103 Maple Ave,0,,CFS,CFS,1.0,0.0,2.0,1.0
346_premise0,"The picture I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop",0,,UFS,UFS,1.0,0.0,2.0,1.0
347_premise0,"White, 73-year-old woman Loris, beating victim attends suspects ' court hearings by Joel Allen",0,,CFS,CFS,1.0,0.0,3.0,1.0
348_premise0,We need a homeland. ,0,,NFS,NFS,0.0,0.0,3.0,2.0
349_premise0,dont give up sister you well find what your looking for,0,,NFS,NFS,0.0,0.0,3.0,2.0
350_premise0,The world is saying that there is a global village,0,,CFS,CFS,1.0,0.0,3.0,1.0
351_premise0,"Illyrian-Celt tribes (Dalmatie, Japods etc) lived on present day Croatia",0,,CFS,CFS,0.0,0.0,3.0,2.0
352_premise0,This was done about two summers ago when she was just a baby out on the tree in the front yard.,0,,UFS,UFS,0.0,0.0,3.0,2.0
353_premise0,According to the 2005 Census Data from HERE : Non-Hispanic Whites = 66.8 % Hispanics = 14.5 % Blacks = 11.9 % Asians = 4.3 % American Indians = 0.7 % Pacific Islander = 0.1 % Other = 0.3 % Multiracial = 1.4 % Total = 100 %,0,,CFS,CFS,0.0,0.0,3.0,2.0
354_premise0,"a bull terrier is strong , loyal , great with kids , and have a bite pressure of up to 5000 lbs per square inch",0,,CFS,CFS,0.0,0.0,3.0,2.0
355_premise0,"DRM Radio will be broadcasting its second show live on Thursday, December 23rd at 8pm on http://drmradio.ubroadcast.com/.",0,,CFS,CFS,0.0,0.0,2.0,2.0
356_premise0,Larger fish eat smaller fish.,0,,CFS,CFS,0.0,0.0,3.0,2.0
357_premise0,I did time in Az.,0,,UFS,UFS,1.0,0.0,3.0,1.0
358_premise0,I used to be 395lbs,0,,UFS,UFS,1.0,0.0,3.0,1.0
359_premise0,I have seen the autopsy report on emily ,0,,CFS,NFS,0.0,1.0,1.0,2.0
360_premise0,I saw on news here in Kentucky a few days ago where someone had spray painted `` KKK '' on the side of a black School security officer 's house.,0,,CFS,CFS,0.0,0.0,2.0,2.0
361_premise0,It is the fault of the parents who do n't take an active role in their children 's education,0,,CFS,UFS,1.0,1.0,1.0,1.0
362_premise0,I have been talking to a person from Denmark.,0,,UFS,UFS,0.0,0.0,2.0,2.0
363_premise0,a few times ive been told to make kids.,0,,UFS,UFS,0.0,0.0,2.0,2.0
364_premise0,Some new faces came out to one of our recent events.,0,,UFS,UFS,1.0,0.0,2.0,1.0
365_premise0,You can start out as an aware person who does n't need a herd to tell if something just is n't right,0,,NFS,NFS,0.0,0.0,3.0,2.0
366_premise0,"Richland County deputies reported that Cason killed his estranged wife, 38-year-old Letitia Cason.",0,,CFS,CFS,0.0,0.0,3.0,2.0
367_premise0,I was born in New york city,0,,UFS,UFS,1.0,0.0,3.0,1.0
368_premise0,I went to max for my crimes being of a violent and racial nature.,0,,UFS,UFS,1.0,0.0,3.0,1.0
369_premise0,if you have enough money for high speed internet to download it you can probably afford the book !,0,,CFS,NFS,1.0,0.0,2.0,1.0
370_premise0,I was at a gas station last week.,0,,UFS,UFS,1.0,0.0,3.0,1.0
371_premise0,I know the thing on ebay said its first edition so i guess so,0,,NFS,NFS,0.0,0.0,2.0,2.0
372_premise0,how to get around buying up all the land in a PLE chosen town while refusing nonwhites to buy any property in such an area,0,,NFS,NFS,0.0,0.0,3.0,2.0
373_premise0,A small trace amounts of non white blood a few generations back can be removed naturally by generational mixing of more white blood into the lifeline of a family,0,,CFS,CFS,1.0,0.0,3.0,1.0
374_premise0,Both me and my wife would be very involved in every aspect of their schooling,0,,UFS,UFS,1.0,0.0,2.0,1.0
375_premise0,Bach did not introduce new forms but he enriched the prevailing German style particularly inspired from Italy and France .,0,,CFS,CFS,0.0,0.0,3.0,2.0
376_premise0,I assume you went to the High Caliber gun show in Houston,0,,NFS,NFS,1.0,0.0,2.0,1.0
377_premise0,"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20, 21, 30, and 31.",0,,CFS,CFS,0.0,0.0,3.0,2.0
378_premise0,Jackson's retrial took jurors back to the events of late summer 1977.,0,,CFS,CFS,0.0,0.0,2.0,2.0
379_premise0,back in the day I used to hand out tracts for my church.,0,,UFS,UFS,1.0,0.0,2.0,1.0
380_premise0,State law already trumps religion when it comes to homosexuality and abortion.,0,,CFS,CFS,0.0,0.0,3.0,2.0
381_premise0,"After I clean my own toilets, I know they will be the cleanest place for my buttocks to sit on the next time there is a need for a bowel movement.",0,,NFS,NFS,0.0,0.0,3.0,2.0
382_premise0,Virginia State Police announced on Monday that a suspect in the disappearance of a University of Virginia sophomore is connected to a 2009 homicide.,0,,CFS,CFS,0.0,0.0,2.0,2.0
383_premise0,In the end the only safe thing to eat is grass,0,,CFS,CFS,1.0,0.0,3.0,1.0
384_premise0,"Alan Fishman, a 49-year-old jew from Brooklyn, NY, was arrested.",0,,CFS,CFS,0.0,0.0,2.0,2.0
385_premise0,A Chechen (32) and a Lebanese (41) are living at an asylum reception center in Norway with their families.,0,,CFS,CFS,0.0,0.0,3.0,2.0
386_premise0,ONCE YOU SPEAK OTHERS WHO MAY FEEL THE SAME WAY MAY REALIZE THEY ARE NOT ALONE,0,,NFS,NFS,0.0,0.0,3.0,2.0
387_premise0,We have had a few good people coming to our weekly get together.,0,,UFS,UFS,1.0,0.0,2.0,1.0
388_premise0,We should have our rights to do things our own way.,0,,NFS,NFS,0.0,0.0,3.0,2.0
389_premise0,I have just dispatched a PM to a nember of staff,0,,UFS,UFS,1.0,0.0,2.0,1.0
390_premise0,I heard the feds got him because he ate a chocolate bar,0,,CFS,UFS,1.0,0.0,3.0,1.0
391_premise0,I found it strange the way the police handled this case,0,,NFS,NFS,0.0,0.0,3.0,2.0
392_premise0,"The country with the most significant `` baby-boom '' is Estonia ( TFR from ~ 1,2 in 1998 to ~ 1,7 in this year )",0,,CFS,CFS,0.0,0.0,3.0,2.0
393_premise0,dont let it get you down brother your not on your own,0,,NFS,NFS,0.0,0.0,3.0,2.0
394_premise0,"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !",0,,CFS,CFS,1.0,0.0,2.0,1.0
395_premise0,You could also open up the school via the internet just like the other schools have done in my area,0,,NFS,UFS,1.0,0.0,2.0,1.0
396_premise0,My son is 3 years old and I have started homeschooling for him,0,,UFS,UFS,0.0,0.0,3.0,2.0
397_premise0,Little did the perpetrators know that I actually lived in the same block,0,,UFS,UFS,1.0,0.0,2.0,1.0
398_premise0,im 27 live in manchvagas n.h.,0,,UFS,UFS,1.0,0.0,3.0,1.0
399_premise0,Nationalist militants are stepping up attacks on the police force in Northern Ireland.,0,,CFS,CFS,0.0,0.0,3.0,2.0
400_premise0,They have some marches showing pride in their culture,0,,CFS,CFS,0.0,0.0,3.0,2.0
401_premise0,Dusty used to show up in bars in Tampa where my band was playing.,0,,UFS,UFS,1.0,0.0,3.0,1.0
402_premise0,you have probably heard maybe 10-20 artists,0,,UFS,NFS,1.0,0.0,2.0,1.0
403_premise0,my kids want to hang around and bring a couple of nigs into the house,0,,UFS,UFS,1.0,0.0,2.0,1.0
404_premise0,The lawsuit was filed in Los Angeles County Superior Court last week,0,,CFS,CFS,0.0,0.0,3.0,2.0
405_premise0,The word 'Satan' is derived from a root word meaning 'adversary'.,0,,CFS,CFS,0.0,0.0,3.0,2.0
406_premise0, Art Katz preaches to Jewish families about Jesus dying for the Jew first.,0,,CFS,CFS,0.0,0.0,3.0,2.0
407_premise0,"Well for all of my friends down there , we all got thrown out of the big local bar in this little town",0,,UFS,NFS,1.0,0.0,2.0,1.0
408_premise0,Having good grades,0,,NFS,NFS,1.0,0.0,2.0,1.0
409_premise0,im from manhattan,0,,UFS,UFS,1.0,0.0,3.0,1.0
410_premise0,My boyfriend needs to watch this video.,0,,NFS,NFS,1.0,0.0,2.0,1.0
411_premise0,"The scene is anchored right and left by two bright stars, Mu and Eta Geminorum.",0,,CFS,CFS,1.0,0.0,2.0,1.0
412_premise0,I havent even paid for not one single ppv,0,,UFS,UFS,1.0,0.0,2.0,1.0
413_premise0,Lactose tolerance ( again from Mathieson 2015 ) did not exist among the Steppe pastoralists or the Neolithic farmers.,0,,CFS,CFS,0.0,0.0,3.0,2.0
414_premise0,"Marte Williams, 41, was taken into custody Sunday.",0,,CFS,CFS,1.0,0.0,2.0,1.0
415_premise0,I have no problem eating foreign food.,0,,UFS,UFS,1.0,0.0,2.0,1.0
416_premise0,It has been a week since I last consumed poison.,0,,UFS,UFS,1.0,0.0,3.0,1.0
417_premise0,We were not afraid to stand up against Soviet terror,0,,CFS,NFS,1.0,0.0,2.0,1.0
418_premise0,I just wanted to pop in and say that I wish you in Ireland the best.,0,,NFS,NFS,0.0,0.0,3.0,2.0
419_premise0,It is 2014.,0,,CFS,CFS,0.0,0.0,2.0,2.0
420_premise0,The National Alliance is a secular organization.,0,,CFS,CFS,0.0,0.0,3.0,2.0
421_premise0,It is hard to say what is going to happen,0,,NFS,NFS,0.0,0.0,3.0,2.0
422_premise0,hey remember the Japanese where on the Good side during WW2 on a light note,0,,CFS,CFS,1.0,0.0,2.0,1.0
423_premise0,i did a project on hitler for school and i read mein kampf and i got a lot of * * * * from the teachers and black kids,0,,UFS,UFS,1.0,0.0,3.0,1.0
424_premise0,I sent out a few more emails the other day and then last night handed out about 25 or so leaflets,0,,UFS,UFS,0.0,0.0,2.0,2.0
425_premise0,i had a pair of levi 's that i wore whenever i did messy work .. they were my ' junk ' jeans.,0,,UFS,UFS,1.0,0.0,2.0,1.0
426_premise0,I do feel for the Croatian people and I have come across some of them on the internet and they seem to be a decent people,0,,NFS,NFS,0.0,0.0,2.0,2.0
427_premise0,99% members of this site are concerned with the preservation of the White race.,0,,CFS,CFS,0.0,0.0,3.0,2.0
428_premise0,i have been working on something for self defense in one of those situations in which guns have been confiscated,0,,UFS,UFS,0.0,0.0,2.0,2.0
429_premise0,I have always wanted to be a cop and will become one,0,,UFS,UFS,1.0,0.0,2.0,1.0
430_premise0,if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .,0,,CFS,CFS,1.0,0.0,2.0,1.0
431_premise0,Criminals who ought to be in jail are often given tracking bracelets.,0,,CFS,CFS,0.0,0.0,3.0,2.0
432_premise0,The younger limerick crowd say the gangs from moyross are in regular fights with the poles.,0,,CFS,CFS,0.0,0.0,2.0,2.0
433_premise0,"5 young bucks broke into a little girl's home, beat the child half to death before killing her ",0,,CFS,CFS,0.0,0.0,2.0,2.0
434_premise0,"Before becoming a Christian, I was a big fan of heavy metal",0,,UFS,UFS,1.0,0.0,2.0,1.0
435_premise0,"Swamp soccer is the real sport ... beer , naked men , men in flower dresses ",0,,NFS,NFS,1.0,0.0,2.0,1.0
436_premise0,"Many tribes had their own `` local '' gods ( and spirits , demons , creatures , etc. )",0,,CFS,CFS,1.0,0.0,3.0,1.0
437_premise0,The Christian culture engages in human sacrifices on a daily basis.,0,,CFS,CFS,1.0,0.0,3.0,1.0
438_premise0,It is that whole thing about Standard of living being the most important thing in peoples lives,0,,CFS,CFS,1.0,0.0,2.0,1.0
439_premise0,it is hard to compete with the success of the white nationalist front under supreme chairman Goudreau.,0,,CFS,CFS,1.0,0.0,2.0,1.0
440_premise0,"I was looking at it the other day and I realized that most kids that probably get this, go through and get to check every single club on the back",0,,UFS,UFS,1.0,0.0,2.0,1.0
441_premise0,"it gives you a feeling of purpose to do these , it helps you connect and relate to the folks they 're named in honor of .",0,,NFS,NFS,0.0,0.0,3.0,2.0
442_premise0,I'm not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an ID chip put under our skin on our hand .,0,,CFS,CFS,0.0,0.0,3.0,2.0
443_premise0,"hello all , i have just found this site by accident and after reading lots of the posts i felt i had to join",0,,NFS,NFS,0.0,0.0,2.0,2.0
444_premise0,The PLE-UK web site has a new introduction.,0,,UFS,CFS,0.0,0.0,2.0,2.0
445_premise0,A person's class or character should not determine how they are treated.,0,,NFS,NFS,0.0,0.0,3.0,2.0
446_premise0,Obama's mother is a white-trash,0,,NFS,NFS,0.0,0.0,2.0,2.0
447_premise0,Putting feces in soup is like putting water in a car's gasoline tank.,0,,NFS,NFS,0.0,0.0,2.0,2.0
448_premise0,The big black females want real teachers for their children.,0,,CFS,CFS,1.0,1.0,1.0,1.0
449_premise0,"The saddest figure in the apartment complex is a fat, blowzy white woman with two mixed race kids.",0,,UFS,NFS,1.0,0.0,2.0,1.0
450_premise0,I'm trying to contact individuals interested in joining together and coordinating their efforts on a National/worldwide scale ,0,,UFS,NFS,1.0,0.0,2.0,1.0
451_premise0,"Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .",0,,CFS,CFS,1.0,0.0,2.0,1.0
452_premise0,Advance Auto Parts features a black male and white female as counter clerks on their store poster.,0,,CFS,UFS,1.0,0.0,2.0,1.0
453_premise0,you gotta stand up for yourself you cant just sit back and take their * * * *,0,,NFS,NFS,0.0,0.0,3.0,2.0
454_premise0,Flyers should have all White languages on them.,0,,NFS,NFS,1.0,0.0,3.0,1.0
455_premise0,"I have an image in my mind of a soaring vault, niches in salt walls, and points of gold on an altar.",0,,UFS,UFS,1.0,0.0,2.0,1.0
456_premise0,The law has not yet passed.,0,,CFS,CFS,1.0,0.0,3.0,1.0
457_premise0,have you been in studentski grad in Sofia? young student girls from FYROM are geting down with Bulgarians serbs and albanians,0,,CFS,CFS,1.0,0.0,2.0,1.0
458_premise0,You can have a high I.Q. and still have friends,0,,CFS,CFS,1.0,0.0,2.0,1.0
459_premise0,"Justin Butler , 28 , and Briana Adams , 21 ( coalburner ) , each face a criminal abuse charge",0,,CFS,CFS,1.0,0.0,3.0,1.0
460_premise0,"Bokmal is used in newspapers , official documents , and spoken in the big cities",0,,CFS,CFS,1.0,0.0,3.0,1.0
461_premise0,There was a crooked man who walked a crooked mile,0,,UFS,UFS,1.0,0.0,2.0,1.0
462_premise0,Jacksonville police said Brian Williams broke into the home on Braddock Road,0,,CFS,CFS,0.0,0.0,3.0,2.0
463_premise0,I could give you another word for the female version of that part of the anatomy,0,,NFS,NFS,0.0,0.0,3.0,2.0
464_premise0,Trump's kids are all married to or dating Jews.,0,,CFS,CFS,0.0,0.0,3.0,2.0
465_premise0,"I grew up in small town Southern N.B for a good half of my life , in a region called Kings County , ",0,,UFS,UFS,0.0,0.0,3.0,2.0
466_premise0,We are small population living on a small area of the planet,0,,CFS,CFS,1.0,0.0,2.0,1.0
467_premise0,Hadding and Will Williams and others are working hard on this project.,0,,CFS,UFS,1.0,1.0,1.0,1.0
468_premise0,It is a bad thing to do and possibly harmful to the baby.,0,,NFS,NFS,0.0,0.0,3.0,2.0
469_premise0,"Anthony DeShawn Washington, 18, and Jonathan Anthony Gutierrez, 18, were arrested by Avondale police.",0,,CFS,CFS,0.0,0.0,3.0,2.0
