file_id,idx,text_ed,IS,weak,concat,concat_hate,premise0_cw_annA_platinum,premise1_cw_annA_platinum,premise2_cw_annA_platinum,premise3_cw_annA_platinum,premise4_cw_annA_platinum,premise5_cw_annA_platinum,conclusion_cw_annA_platinum,premise0_cw_annB_platinum,premise1_cw_annB_platinum,premise2_cw_annB_platinum,premise3_cw_annB_platinum,premise4_cw_annB_platinum,premise5_cw_annB_platinum,conclusion_cw_annB_platinum,premise0_cw_annC_platinum,premise1_cw_annC_platinum,premise2_cw_annC_platinum,premise3_cw_annC_platinum,premise4_cw_annC_platinum,premise5_cw_annC_platinum,conclusion_cw_annC_platinum,premise0_cw_platinum,premise1_cw_platinum,premise2_cw_platinum,premise3_cw_platinum,premise4_cw_platinum,premise5_cw_platinum,conclusion_cw_platinum,premise0_needed_judge_platinum,premise1_needed_judge_platinum,premise2_needed_judge_platinum,premise3_needed_judge_platinum,premise4_needed_judge_platinum,premise5_needed_judge_platinum,conclusion_needed_judge_platinum
13455369_4,148,"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These black people are in the middle of the street , playing with their cheap lowriders .",black folks act like animals.,conclusion,"Black people are in the middle of the street.  They are playing with their cheap lowriders. Therefore, Black people actions are indicative of the Compton Crips gang's behavior.",1,UFS,,UFS,,,,CFS,UFS,,UFS,,,,CFS,UFS,,UFS,,,,NFS,UFS,,UFS,,,,CFS,0.0,,0.0,,,,0.0
14023352_1,149,put the kids in a ophanage and arrest the mother to a point of not having more biracial kids 8 kids have to suffer all their lives.,black folks shouldn't reproduce.,conclusion,"The mother has biracial kids. The kids will suffer all their lives because of their mother. Therefore, The mother should be arrested and the kids should be put in an orphanage.",1,UFS,CFS,,,,,CFS,UFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14411178_1,150,Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with black people who are by contrast very murderous .,black people are violent.,premise1,"Monkeys and Apes are noble creatures and they rarely act violently. Black people are by contrast very murderous. Therefore, It is unfair to compare Monkeys and Apes with black people.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14059957_1,151,"Notice how not one of these Hungarians gave one good source validating their claims , they just came here to complain and start name calling , just as liberals do .",hungarians and liberals are stupid.,conclusion,"Not one of these Hungarians gave one good source validating their claims. Hungarians just came here to complain and start name calling. Liberals also behave in the same manner. Therefore, Hungarians and liberals don't know how to give good arguments.",1,UFS,CFS,CFS,,,,NFS,UFS,CFS,CFS,,,,CFS,UFS,CFS,CFS,,,,NFS,UFS,CFS,CFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13492128_1,152,"somebody``hcf''calledputin``ahero''!lololol!This``hero''finallytransformedformersovietjewnion in ``russian''judea!In this misery-torn country-are there-70 officially billionaries , tens f thousands millionaries , and tens of millions of poor and miserable.",jews are greedy.,conclusion,"In this misery-torn country, there are 70 officially billionaires, tens of thousands millionaires, and tens of millions of poor and miserable people. Therefore, Putin finally transformed former Soviet Union into Russian Judea.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,0.0,,,,,,0.0
14014876_1,153,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in.,asian people smell bad.,conclusion,"Our neighborhood was once 99% white. Massive numbers of Chinese people moved into our neighborhood. Therefore, We moved out of our neighborhood.",1,CFS,CFS,,,,,UFS,CFS,CFS,,,,,UFS,UFS,UFS,,,,,UFS,CFS,CFS,,,,,UFS,0.0,0.0,,,,,0.0
14036151_1,154,"one is one too many , i bet all the white girls go crazy for the young black people , whichever school you are in.",black people are inferior to whites.,conclusion,"White girls are attracted to young black people. Therefore, One person of a certain race is already too many.",1,CFS,,,,,,NFS,CFS,,,,,,NFS,NFS,,,,,,NFS,CFS,,,,,,NFS,0.0,,,,,,0.0
30457422_1,155,"And then there 's Asiacourt , the once beautiful area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",Chinese people are garbage.,conclusion,"Asiacourt used to be a beautiful area in Scarborough. Therefore, Asiacourt has become a garbage-infested Chinese outpost.",1,CFS,,,,,,CFS,UFS,,,,,,CFS,NFS,,,,,,UFS,CFS,,,,,,CFS,1.0,,,,,,0.0
14416527_4,156,Though I have had problems at one or two where there were black people elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,black people are groid.,conclusion,"I have had problems at one or two places where there were black people. These places had stale bread and other issues. Therefore, I will not go to any place that has a lot of groids working in them.",1,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
13456335_2,157,"It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still loving black people.",People of color are criminals.,premise0,"Even after being nearly murdered for being white Mr. Begley is still loving black people. Therefore, Liberals are stupid.",1,CFS,,,,,,NFS,UFS,,,,,,NFS,UFS,,,,,,CFS,UFS,,,,,,NFS,0.0,,,,,,0.0
14031438_2,158,I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry.,immigrants should be deported.,premise0,"There are 1 million or more illegal immigrants working in the service industry. Therefore, I am wondering how these immigrants will be ""painted"" in the future.",1,CFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,NFS,0.0,,,,,,0.0
13385970_1,159,"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is squeezing out more baby negroes for a bigger handout from the government .",nigerians are opportunistic.,conclusion,"Nigeria is squeezing out more babies. Therefore, Nigeria wants a bigger handout from the government.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,0.0,,,,,,0.0
12905789_1,160,"I think it 's time for some justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....",black folks are criminals.,premise0,"It's time for some justice. Therefore, These two sombitches need to be taken out.",1,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,0.0,,,,,,0.0
13477847_1,161,"A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday , saying the plant 's dirty birds posed a health risk to the community .",jewish folks are dirty.,premise0,"The dirty birds in a filthy jew kosher slaughterhouse posed a health risk to the community. Therefore, A federal judge in New York closed a kosher slaughterhouse Tuesday.",1,CFS,,,,,,CFS,CFS,,,,,,UFS,UFS,,,,,,CFS,CFS,,,,,,CFS,0.0,,,,,,0.0
13861385_1,162,"the white race will soon be on the brink of being a minority in a few years if nothing is done to stop these vile hordes invading our lands , I for one do not want to live in a city like Bradford or Birmingham where we are outnumbered 2 to 1 or worse",immigrants are invaders.,conclusion,"vile hordes are invading our lands. the white race will soon be on the brink of being a minority in a few years. Therefore, i do not want to live in a city like bradford or birmingham where we are outnumbered 2 to 1 or worse.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,CFS,NFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14025960_2,163,"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .",immigrants are parasites.,conclusion,"people from various countries are willing to desert their homelands and families to come to a small island. this highlights the weaknesses of their own countries and how they feel the need to feed off somebody else's country. Therefore, people from other countries are locusts or parasites.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,CFS,NFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14028870_1,164,"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",black people are scum.,conclusion,"we might look down on blacks and pakis as scum and not want them living near us. these areas that you name are the preserve of the rich, you wont find a single white working class person living there. Therefore, upper class people feel the same way about white working class people as we do about blacks and pakis.",1,NFS,CFS,,,,,CFS,NFS,CFS,,,,,CFS,NFS,CFS,,,,,NFS,NFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
14029067_1,165,"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",lesbian women are promiscuous.,conclusion,"leicester has a large queer population. brighton has a large queer population. Therefore, there are 50 thousand queers in brighton, all standing on the street.",1,CFS,CFS,,,,,UFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
14040288_1,166,Sort of a back handed compliment that the anti-Whites are so keen to come on here and tell us that all is lost - in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,black people are inferior.,conclusion,"anti-whites are keen to come on here and tell us that all is lost. what they have constructed is only temporary. Therefore, all that the anti-whites have constructed will be ripped down some day.",1,CFS,CFS,,,,,CFS,CFS,UFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,UFS,,,,,NFS,0.0,1.0,,,,,0.0
14073953_1,167,I am not Ukrainian but the Ukraine nationalists and right wing should understand that our white race in all nations in Europe North America Australia and South Africa along with any other white nations should support each other and join together against the Marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,people of color are trying to destroy white people.,conclusion,"ukraine nationalists and right wing should understand that our white race in all nations in europe north america australia and south africa along with any other white nations should support each other and join together. marxist multiculturistic agenda is invading every white nation. powers to be are responsible for this genocide. Therefore, white nations should consider deportation of non-whites in order to overthrow the powers to be and stop the marxist multiculturistic agenda.",1,NFS,CFS,CFS,,,,CFS,NFS,CFS,CFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,CFS,CFS,,,,NFS,0.0,0.0,0.0,,,,0.0
14279550_3,168,"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",immigrants should be deported.,conclusion,"living in a border state, texas, the problems of illegal aliens is a stark reality. Therefore, the only solution to the problem of illegal aliens is the implementation of u.s. troops as guards on the mexican border.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,NFS,CFS,,,,,,CFS,0.0,,,,,,0.0
14678603_1,169,I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,black people are inferior.,conclusion,"non-whites love the infighting among white people. white people know the difference between right and wrong. Therefore, white people are facing genocide.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,NFS,NFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
30407919_4,170,"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",black people are inferior.,premise0,"abortion is leading to the genocide of the black race. 92% of abortion clinics are in black communities. Therefore, we do not believe in race mixing.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
30466478_1,171,"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !",blacks hate whites.,premise1,"california is full of sick self-hating whites. for the good of all the black, brown, and yellow peoples of the world, whites need to commit racial suicide and disappear from their face of the earth.  . Therefore, this would be beneficial for the black, brown, and yellow peoples of the world.",1,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
30632767_1,172,"If ra-heem had a gat wit 17 bumps and jose ' dised him in front of OG peeps and he capped dat bitch twice den double tapp hector jus cause he be dere , monique pregnant , say ra-heem baby daddy , how much welfare they get ? multiply food stamps X project housing add free utilities , stolen cars and drugs sold to find out why they are still poor",black folks are poor.,conclusion,"ra-heem had a gun with 17 bumps and jose disrespected him in front of og people. ra-heem then capped jose twice and double tapped hector just because he was there. monique is pregnant and says ra-heem is the baby daddy. Therefore, ra-heem and monique are still poor despite getting welfare, food stamps, project housing, free utilities, stolen cars and drugs sold, because they are engaging in criminal activities.",1,UFS,UFS,UFS,,,,CFS,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,UFS,0.0,0.0,0.0,,,,0.0
31759324_1,173,I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,black folks are filth.,premise1,"this is the last year in school for the target of hate. the public education system is full of filth. Therefore, the target of hate should look into independent study.",1,UFS,CFS,,,,,NFS,UFS,CFS,,,,,NFS,UFS,NFS,,,,,CFS,UFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
31765374_1,174,i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,muslims are niggas.,premise0,"muslims rule the streets every friday. they think they can walk anywhere they want. they give white people a look when they pass through a black neighborhood. Therefore, muslims are the same as ""nigs"" (a derogatory term for african americans).",1,CFS,UFS,UFS,,,,NFS,CFS,UFS,UFS,,,,CFS,UFS,NFS,UFS,,,,CFS,CFS,UFS,UFS,,,,CFS,0.0,0.0,0.0,,,,0.0
31785659_1,175,"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.-david lane white racial loyalty starts here keep it white",immigrants commit crimes.,conclusion,"we must take a stand and defend our race. Therefore, we must secure the existence of our people and a future for white children and keep it white.",1,,NFS,,,,,NFS,,NFS,,,,,NFS,,NFS,,,,,NFS,,NFS,,,,,NFS,,0.0,,,,,0.0
12842670_1,176,"I watch fights on gay parade in budapest together with my friends from hungary , we were together on vacation in one croatian island , it was great to watch how hungarian nationalists were smashing gay parade btw I have some hungarian blood , my grandmother was hungarian Kitartas !",gays are inferior.,conclusion,"i watch fights on gay parade in budapest together with my friends from hungary. we were together on vacation in one croatian island. it was great to watch how hungarian nationalists were smashing gay parade. i have some hungarian blood, my grandmother was hungarian. . Therefore, it is clear that hungarian nationalists have a strong hatred towards the lgbt community.",1,UFS,UFS,UFS,,,,CFS,UFS,UFS,CFS,,,,CFS,UFS,UFS,NFS,,,,CFS,UFS,UFS,NFS,,,,CFS,0.0,0.0,1.0,,,,0.0
12848217_9,177,"Went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Niglet Number One , hauling him outside and pressed that panic button again .",black folks are violent.,premise0,"two niglet boys were being hostile and ready to rumble. they jumped on each other after returning to class. someone grabbed niglet number one and hauled him outside. the panic button was pressed again. Therefore, the two niglet boys were the target of hate and violence.",1,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,UFS,0.0,0.0,0.0,,,,0.0
13299159_1,178,"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",black folks deserve to die.,conclusion,"i want to express my hatred towards a certain group of people. i want to do something extreme to show my hatred. Therefore, i should make a joke about tying them to the back of my car and dragging them across the ground till they die.",1,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
13467182_1,179,"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",black folks are monkeys.,conclusion,"when i was last time in south africa, we went to sun city and saw little black monkey children swimming. . funniest thing was watching drying water off their faces, it looks exactly like baboon or something. . whites have certain mannerisms with doing things, they have completely ape-like ones. . Therefore, the black monkey children are being compared to apes, implying that they are inferior to whites.",1,UFS,UFS,CFS,,,,CFS,UFS,UFS,CFS,,,,CFS,UFS,UFS,NFS,,,,CFS,UFS,UFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
13468636_1,180,"The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .",jews are trying to manipulate whites.,conclusion,"the jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey. the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic. it is all a magic show nothing more. Therefore, whites becoming a minority in europe, the homeland, is a much more serious issue that concerns me greatly.",1,CFS,CFS,NFS,,,,CFS,CFS,CFS,NFS,,,,CFS,UFS,UFS,NFS,,,,NFS,CFS,CFS,NFS,,,,CFS,0.0,0.0,0.0,,,,0.0
13468931_1,181,All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,black folks are criminals.,conclusion,"people need to stand up and say ""no, we have had enough"".  . people need to drag the scum in the streets. people need to deal with them in a most violent way. Therefore, the world will not change unless people take these actions against the target of hate.",1,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13500353_1,182,Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,jewish folks are liars.,conclusion,"the talmud says vile and despicable things about mary and jesus. jews think they can trick god of their love and fidelity by pretending to honor him. Therefore, jews are so convinced of their superiority that they think they can trick god of their love and fidelity by pretending to honor him, which is evidenced by the fact that any purported ""holy book"" which says such vile and despicable things about mary and jesus cannot come from a place of goodness.",1,CFS,CFS,,,,,CFS,CFS,UFS,,,,,CFS,CFS,NFS,,,,,NFS,CFS,NFS,,,,,CFS,0.0,1.0,,,,,0.0
13503506_1,183,thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,blacks should be cleansed of the country.,conclusion,"moscow is being cleaned in a certain way. washington dc should send all its black people and welfare recipients to mexico or detroit. Therefore, the author is expressing hate towards black people and welfare recipients.",1,CFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,NFS,NFS,,,,,UFS,CFS,NFS,,,,,NFS,1.0,0.0,,,,,0.0
13504803_9,184,"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",black folks are uncivilized.,conclusion,"i had the luck to meet some africans in the past. black people are ready to sell their own sister. Therefore, black people are the worse cancer of the world and they are ready to do harm to our countries.",1,UFS,CFS,,,,,CFS,UFS,CFS,,,,,CFS,UFS,NFS,,,,,NFS,UFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
13507183_1,185,"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",black folks are violent.,conclusion,"couple befriend negroid. negroid tries to burn down couples home. Therefore, this is what happens when you make friends with spearchuckers ..",1,NFS,CFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
13849752_2,186,"Every action he 's taken reveals that he is completely unacceptable. as a citizen , in White societies All the blacks and browns can do is wreck and destroy - and that is all they have done , and do .",black people destroy societies.,conclusion,"Every action he's taken reveals that he is completely unacceptable as a citizen in White societies. All the blacks and browns can do is wreck and destroy. Therefore, Blacks and browns are only capable of destruction.",1,CFS,CFS,,,,,CFS,UFS,CFS,,,,,CFS,UFS,CFS,,,,,CFS,UFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
13859132_1,187,Typical i suppose in the eyes of the law he is just another tourist beaten on sydneys streets oh yeah and we all know if it was a poor black fella bashed it would be on the news for weeks on end and mr whitey would be branded a big bad evil racist,black folks are criminals.,conclusion,"If it was a poor black fella bashed, it would be on the news for weeks on end. Mr Whitey would be branded a big bad evil racist. Therefore, The law is biased against poor black people.",1,CFS,CFS,,,,,CFS,UFS,UFS,,,,,CFS,NFS,NFS,,,,,CFS,CFS,NFS,,,,,CFS,1.0,1.0,,,,,0.0
13940778_1,188,"So sick of the way its working , I remember when I was growing up in Winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull * * * * it wasnt anything to how it is now .",black folks are inferior to whites.,conclusion,"Little shops were white runned and owned and would hire people from the community. This helped people and kept streets safe. Nowadays it is different. Therefore, The current situation is worse than before, as it does not help people or keep streets safe.",1,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,UFS,NFS,NFS,,,,NFS,CFS,CFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
14030596_1,189,Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,muslims are fundamentalists.,premise1,"Egyptians are about to hand power to a bunch of hard line Islamic fundamentalists. These Islamic fundamentalists are more backward and worse than the last mob. Therefore, It is ridiculous that the Egyptians are talking about how forward thinking and how much they love democracy.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14032786_1,190,i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,jews are conspiring.,premise1,"Plenty of whites have sold us down the river so to speak. ""The Jew is always in the background."" Therefore, Somalians = scumalians!",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14034954_1,191,London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,black people are dangerous.,premise0,"London nowadays is more dangerous for tourists than Zimbabwe. Do not go to London. Therefore, Go someplace else that is much better like Bath or Stratford Upon Avon (Shakespeare Birthplace) and avoid Londonistan, which is a craphole.",1,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14062684_1,192,"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",muslims are violent.,premise0,"Lebanese and other Arabs have been intimidating white women on Cronulla beach. Two white life-savers were cowardly attacked. Therefore, The Lebanese got theirs yesterday.",1,CFS,UFS,,,,,UFS,CFS,UFS,,,,,UFS,CFS,CFS,,,,,NFS,CFS,UFS,,,,,UFS,0.0,0.0,,,,,0.0
14287665_3,193,"BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country .",people of colour are invading us.,conclusion,"In mid 2000 there were no non-White people in Mildura. Late last year there were islanders, Indians, Asians and other people from different countries in Mildura. Therefore, Little Johnnie is dumping people from different countries into the country.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,UFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,1.0
14422949_1,194,"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy","black people, jews and gays are inferior.",premise1,"It would be fun to put on a minstrel show. The show should not involve black/Jewish/LGBTQ people. Therefore, The show should be taped and passed around for all to enjoy.",1,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14652747_2,195,Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,people of color are stupid.,premise0,"White race tend to be the smartest race. Many nonwhites are either too stupid to acknowledge that or want to cause more misery to those who seek the truth. Therefore, Nonwhites are the target of hate.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,NFS,,,,,CFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
30444129_1,196,"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English .",black folks are inferior to whites.,conclusion,"Bicycling is primarily a white activity, like sunbathing, going swimming, playing golf, tennis, and attending a social function without a brawl taking place. Non-white people smell like a wild animal in the locker room after a hard workout and do not speak proper English. Therefore, Non-white people are not as civilized as white people.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
30585978_1,197,"seven billion `` Humans '' on the planet and with Open borders , H1-b visas , fake social security numbers , colleges hiring foreign nationals over White Legal Americans , and Obama 's Amnesty on line with an apathetic public , , , well , dye your skin black and unlearn your english and you might get a good job .",immigrants are inferior to whites.,conclusion,"There are seven billion humans on the planet. There are open borders, H1-b visas, fake social security numbers, and colleges hiring foreign nationals over White Legal Americans. Obama's Amnesty is on line with an apathetic public. Therefore, To get a good job, one should dye their skin black and unlearn their English.",1,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,NFS,,,,CFS,CFS,CFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
31748709_1,198,"miscegination is a killer for all races. it destroys perfectly good DNA , even nonwhite DNA. we might need our diversity some day to save an entire species. it would be a shame if that DNA was destroyed becasue of some leftist ideal bullsnot",immigrants destroy the diversity of our species.,conclusion,"Miscegenation destroys perfectly good DNA, even nonwhite DNA. We might need our diversity some day to save an entire species. Leftist ideals are responsible for this destruction of DNA. Therefore, It would be a shame if nonwhite DNA was destroyed because of leftist ideals.",1,CFS,CFS,CFS,,,,NFS,CFS,NFS,CFS,,,,NFS,CFS,NFS,CFS,,,,NFS,CFS,NFS,CFS,,,,NFS,0.0,0.0,0.0,,,,0.0
31755187_1,199,whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,black folks are invading us.,premise0,"There are too many negroes around here. Sometimes I feel like there isn't any white guy left in the world. Therefore, Message me and let me know there is still some white brothers out there.",1,NFS,NFS,,,,,NFS,CFS,CFS,,,,,CFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
