file_id,idx,text_ed,premise0,premise1,premise2,conclusion,concat,weak,check_worthy_premise0,check_worthy_premise1,check_worthy_premise2,check_worthy_conclusion,premise0_hate,premise1_hate,premise2_hate,conclusion_hate,arg_comps_ok,target_ok,only_claims,label
30593472_1,74,a nice kick to the nuts will always work I find it a dirty move to kick another man in the knackers but after all .. a black does n't equate to the same standard,It is considered a dirty move to kick another man in the nuts.,A black does n't equate to the same standard as other people.,,Kicking a black person in the nuts is an effective way to hurt them.,"It is considered a dirty move to kick another man in the nuts. A black does n't equate to the same standard as other people. Therefore, Kicking a black person in the nuts is an effective way to hurt them.",premise1,UFS,CFS,,UFS,0.0,1.0,0.0,1.0,1,1,,HS
13946706_6,75,18 times in the last 20 years It 's time for the next generation to fight back to regain our country from immigrants ..... the baby boomers will lose it for us if we do nothing .,The baby boomers are in control of the country.,The baby boomers will lose the country for us.,,It 's time for the next generation to fight back to regain our country from immigrants.,"The baby boomers are in control of the country. The baby boomers will lose the country for us. Therefore, It 's time for the next generation to fight back to regain our country from immigrants.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,1,1,,HS
13588153_1,76,"If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .",There was a black man in my hometown who wore a KKK emblem.,,,I believe that the black man is not very bright.,"There was a black man in my hometown who wore a KKK emblem. Therefore, I believe that the black man is not very bright.",conclusion,UFS,,,CFS,0.0,0.0,0.0,1.0,1,,,HS
14297733_2,77,Black and Asian immigrants who are coming in and those who were borne here and their breading patterns are the threat to our gene pool and not other white Europeans such as polish people .,Black and Asian immigrants are coming into our country.,These immigrants and those who were born here have different breeding patterns.,,"They are a threat to our gene pool, differently from other white Europeans like Polish people.","Black and Asian immigrants are coming into our country. These immigrants and those who were born here have different breeding patterns. Therefore, They are a threat to our gene pool, differently from other white Europeans like Polish people.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
13588719_1,78,"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",I am glad to hear about my brothers being ready to fight against immigrants.,Immigrants have no right to be here.,,I hope something good happens to make them leave.,"I am glad to hear about my brothers being ready to fight against immigrants. Immigrants have no right to be here. Therefore, I hope something good happens to make them leave.",premise1,NFS,CFS,,NFS,1.0,1.0,0.0,1.0,,,,HS
14670146_1,79,"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",Gays want gay marriage.,Gays do not desire government paperwork.,,Gays are seeking the right to adopt defenseless children.,"Gays want gay marriage. Gays do not desire government paperwork. Therefore, Gays are seeking the right to adopt defenseless children.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
31709840_1,80,"Or try yelling * * * * the nigs ya 'll get suspended , jumped and hopefully some new wn friends or ya 'll die trying. lol Rohawa its a battle cry .","Yelling at ""the nigs"" will result in consequences such as suspension, getting jumped, and potentially making new ""wn friends""",,,ROHAWA is a battle cry.,"Yelling at ""the nigs"" will result in consequences such as suspension, getting jumped, and potentially making new ""wn friends"" Therefore, ROHAWA is a battle cry.",premise0,CFS,,,CFS,1.0,0.0,0.0,0.0,,,,HS
31764430_1,81,I think asians are hot but they arent the girls I wanna get with.A wolf is pretty but do you wanna pet one ? White girls are only ones to be trusted .,A wolf is pretty but you don't wanna pet one.,asians are hot but they arent the girls I wanna get with.,,White girls are only ones to be trusted .,"A wolf is pretty but you don't wanna pet one. asians are hot but they arent the girls I wanna get with. Therefore, White girls are only ones to be trusted .",conclusion,CFS,NFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14013954_1,82,"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",The pakis are not trying to fit in.,,,Canada would have been better off without pakis.,"The pakis are not trying to fit in. Therefore, Canada would have been better off without pakis.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
30457422_1,83,"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .","Asiacourt used to be a beautiful, safe and white area in Scarborough.",,,Asiacourt has become a garbage-infested Chinese outpost.,"Asiacourt used to be a beautiful, safe and white area in Scarborough. Therefore, Asiacourt has become a garbage-infested Chinese outpost.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
14014176_1,84,"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",Jews have a history of coming up with fake hate crimes.,,,Jews should be assumed guilty until proven innocent.,"Jews have a history of coming up with fake hate crimes. Therefore, Jews should be assumed guilty until proven innocent.",premise0,CFS,,,NFS,1.0,0.0,0.0,1.0,,,,HS
30777604_2,85,I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,"Mexican gang members constantly kicked me, preventing me from completing my homework.",,,I would have done great in public school if the Mexican gang members had stopped kicking me.,"Mexican gang members constantly kicked me, preventing me from completing my homework. Therefore, I would have done great in public school if the Mexican gang members had stopped kicking me.",premise0,CFS,,,NFS,1.0,0.0,0.0,0.0,,,,HS
13857273_2,86,"Do they expect us to go out and welcome these leeches on our society with open arms. they should give them zyklon b for lunch , thad would help the suitation !!!","Welcoming ""leeches"" into society is not acceptable.",,,"Giving ""leeches"" Zyklon B for lunch would improve the situation.","Welcoming ""leeches"" into society is not acceptable. Therefore, Giving ""leeches"" Zyklon B for lunch would improve the situation.",premise0,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
13861502_1,87,I would' nt even consider these knackers/pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,These knackers/pykies have no respect for their race or loyalty to Ireland .,,,These knackers/pykies are not truly Irish.,"These knackers/pykies have no respect for their race or loyalty to Ireland . Therefore, These knackers/pykies are not truly Irish.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
13861569_1,88,i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??,We wouldn't do to Afganies what they are doing in our country.,,,Afganies should run out of Ireland and go home.,"We wouldn't do to Afganies what they are doing in our country. Therefore, Afganies should run out of Ireland and go home.",conclusion,NFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
14283266_1,89,If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves,"In Africa, people have proven to be incapable of feeding themselves.",,,"If whites were not paying taxes, blacks would not be able to collect welfare.","In Africa, people have proven to be incapable of feeding themselves. Therefore, If whites were not paying taxes, blacks would not be able to collect welfare.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
12849464_3,90,"I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. black kids like that disgust me .",I have always considered teaching as one of the professions I would like to get into.,In that neighborhood there are black kids.,,I do not want to teach in a neighborhood like that.,"I have always considered teaching as one of the professions I would like to get into. In that neighborhood there are black kids. Therefore, I do not want to teach in a neighborhood like that.",conclusion,NFS,UFS,,NFS,0.0,0.0,0.0,0.0,,,,HS
14416527_4,91,Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,I have had problems at one or two places that were infested with groids.,These places had stale bread and other issues.,,I will not go to any place that has a lot of groids working in them.,"I have had problems at one or two places that were infested with groids. These places had stale bread and other issues. Therefore, I will not go to any place that has a lot of groids working in them.",conclusion,UFS,UFS,,NFS,1.0,0.0,0.0,1.0,,,,HS
31723718_1,92,You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,You are white and you are better then them.,,,The next time they harass you and someone else form a group of buddies and go up to the principal's office .,"You are white and you are better then them. Therefore, The next time they harass you and someone else form a group of buddies and go up to the principal's office .",premise0,CFS,,,NFS,1.0,0.0,0.0,0.0,,,,HS
13385834_1,93,I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .,Anyone who cannot or will not take responsibility and be master of their own lives is already a slave.,,,Black people make the perfect slaves.,"Anyone who cannot or will not take responsibility and be master of their own lives is already a slave. Therefore, Black people make the perfect slaves.",conclusion,UFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
13456335_2,94,"It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .",Even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .,,,Liberals are stupid.,"Even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool . Therefore, Liberals are stupid.",premise0,CFS,,,NFS,1.0,0.0,0.0,1.0,,,,HS
30481053_2,95,If Canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do n't see the racial disaster unfolding on Canada .,Many whites live in rural areas or small towns.,,,Whites do not see the racial disaster unfolding in Canada.,"Many whites live in rural areas or small towns. Therefore, Whites do not see the racial disaster unfolding in Canada.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
13449094_1,96,There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,We are all whites.,There should not be problems between the different classes inside the race white.,,Whites should be united to fight against non-whites.,"We are all whites. There should not be problems between the different classes inside the race white. Therefore, Whites should be united to fight against non-whites.",conclusion,CFS,NFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
14676136_1,97,Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,Africans in South Africa have murdered over 40 thousand of them since the end of White rule.,,,We should ask the Africans in South Africa why they hate White people so much.,"Africans in South Africa have murdered over 40 thousand of them since the end of White rule. Therefore, We should ask the Africans in South Africa why they hate White people so much.",conclusion,CFS,,,CFS,1.0,0.0,0.0,0.0,,,,HS
30682994_1,98,"This is the argument homosexuals use to justify their behavior , that because there are no `` red letters '' about it , then homosexuality is not a bad thing .","Homosexuals use the argument that there are no ""red letters"" about their behavior to justify it.",,,"Therefore, they think homosexuality is not a bad thing.","Homosexuals use the argument that there are no ""red letters"" about their behavior to justify it. Therefore, Therefore, they think homosexuality is not a bad thing.",premise0,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
30454971_1,99,"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .",The Blacks and Hispanics should have their own school and have worse education.,,,This would prevent the competition with our white children.,"The Blacks and Hispanics should have their own school and have worse education. Therefore, This would prevent the competition with our white children.",premise0,NFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
13592619_1,100,"I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ...",The jews that tried to get here were all sent back to Germany.,,,I would like to say and I can proudly say that there are no jews in Iceland.,"The jews that tried to get here were all sent back to Germany. Therefore, I would like to say and I can proudly say that there are no jews in Iceland.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
14032559_1,101,ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',We have evolved to be better.,,,"The country of origin matters, even if we all originally came from Africa.","We have evolved to be better. Therefore, The country of origin matters, even if we all originally came from Africa.",premise0,CFS,,,CFS,0.0,0.0,0.0,0.0,,,,HS
13615314_1,102,To be honest .. i dont think this Muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,i dont think this Muslim killed him because he thought the swedish boy looked like a racist.,,,It was probably just an excuse.,"i dont think this Muslim killed him because he thought the swedish boy looked like a racist. Therefore, It was probably just an excuse.",conclusion,CFS,,,NFS,0.0,0.0,0.0,0.0,,,,HS
13844126_1,103,I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,"The word ""racist"" makes people being called racist think they are doing something wrong.",Immigrants coming here are doing something wrong.,,Racists are not doing something wrong.,"The word ""racist"" makes people being called racist think they are doing something wrong. Immigrants coming here are doing something wrong. Therefore, Racists are not doing something wrong.",conclusion,CFS,CFS,,CFS,0.0,1.0,0.0,1.0,,,,HS
14031438_2,104,I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .,There are 1 million or more illegal immigrants working in the service industry.,These immigrants are living in their bosses' cupboards.,,"I am wondering how these immigrants will be ""painted"" in the future.","There are 1 million or more illegal immigrants working in the service industry. These immigrants are living in their bosses' cupboards. Therefore, I am wondering how these immigrants will be ""painted"" in the future.",premise0,CFS,CFS,,NFS,0.0,1.0,0.0,1.0,,,,HS
14040165_2,105,Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing black scumbags like this .,"Birmingham was once known as the ""workshop of the world"" and a city of a thousand trades.",The city has now deteriorated and is producing black scumbags.,,I am really disgusted by what Birmingham has become.,"Birmingham was once known as the ""workshop of the world"" and a city of a thousand trades. The city has now deteriorated and is producing black scumbags. Therefore, I am really disgusted by what Birmingham has become.",premise1,CFS,CFS,,NFS,0.0,1.0,0.0,0.0,,,,HS
13385970_1,106,"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .",Nigeria is acting like one big ghetto queen.,Nigeria is squeezing out more baby negroes.,,Nigeria wants a bigger handout from the government.,"Nigeria is acting like one big ghetto queen. Nigeria is squeezing out more baby negroes. Therefore, Nigeria wants a bigger handout from the government.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,0.0,,,,HS
14677898_3,107,"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",Liberals want to blame White people.,The breeding with Arabs is the cause of the problem.,,Liberals are trying to deceive people.,"Liberals want to blame White people. The breeding with Arabs is the cause of the problem. Therefore, Liberals are trying to deceive people.",premise1,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
13591202_2,108,"Yes Muslims do breed like vermin , i believe that 's part of their intention to breed out other races in order to make themselves the majority .",Muslims breed like vermin.,,,Muslims want to breed out other races in order to become the majority.,"Muslims breed like vermin. Therefore, Muslims want to breed out other races in order to become the majority.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
13843813_1,109,Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,Jews of Summer Redstone and MTV put likes on media posts.,This happens in all European nations.,,News and media is pushed by Jews.,"Jews of Summer Redstone and MTV put likes on media posts. This happens in all European nations. Therefore, News and media is pushed by Jews.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
13851926_1,110,"The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..","Ignorant lefties fight for ""their class"".",Lefties are making a mockery of their culture and heritage.,,The red scum will never wake up.,"Ignorant lefties fight for ""their class"". Lefties are making a mockery of their culture and heritage. Therefore, The red scum will never wake up.",premise0,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
30553883_1,111,"This is becoming a sickening trend , even in countries like mine where there are not many Negroes they do this and all because of the sickening media brainwashing .",The sickening media brainwashes the negroes.,This is present even in countries where there are not many Negroes.,,This is becoming a sickening trend in society.,"The sickening media brainwashes the negroes. This is present even in countries where there are not many Negroes. Therefore, This is becoming a sickening trend in society.",premise0,CFS,CFS,,CFS,1.0,1.0,0.0,0.0,,,,HS
14060188_1,112,"Legitimate refugees should be treated differently, especially if they are legitimate from a war conflict , as opposed to the fake black and brown refugees that are flooding the country now .",Black and brown refugees that are flooding the country now are fake.,,,Legitimate refugees from a war conflict should be treated differently from black and brown refugees.,"Black and brown refugees that are flooding the country now are fake. Therefore, Legitimate refugees from a war conflict should be treated differently from black and brown refugees.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
14024252_1,113,Seeing the teams of white nations have black players in their ranks is a depressing site to see.They should be representing the best of our nations not the worst,The teams should represent the best of our nations.,,,Seeing the teams of white nations have black players in their ranks is a depressing sight.,"The teams should represent the best of our nations. Therefore, Seeing the teams of white nations have black players in their ranks is a depressing sight.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
13641495_1,114,"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .","My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub.",,,I hope that O'Connor's pub in Cloghane Village has not been invaded.,"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. Therefore, I hope that O'Connor's pub in Cloghane Village has not been invaded.",conclusion,UFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
13844825_1,115,"They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .",They show disrespect to other people because they know it pisses the whites off.,,,They have no respect for themselves.,"They show disrespect to other people because they know it pisses the whites off. Therefore, They have no respect for themselves.",premise0,CFS,,,CFS,1.0,0.0,0.0,0.0,,,,HS
30560311_1,116,Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,Average negro lacks the intellect for basic firearms training.,,,If they ever fired them I'd expect they'd do more damage to themselves.,"Average negro lacks the intellect for basic firearms training. Therefore, If they ever fired them I'd expect they'd do more damage to themselves.",premise0,CFS,,,NFS,1.0,0.0,0.0,1.0,,,,HS
12905789_1,117,"I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....",It's time for some old west justice.,,,These two sombitches need to be taken out.,"It's time for some old west justice. Therefore, These two sombitches need to be taken out.",premise0,NFS,,,NFS,1.0,0.0,0.0,1.0,,,,HS
12854968_2,118,My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,My wife had to spend time at the UP Hospital in Philadelphia.,thank God I was licensed to carry in Pa. Downtown.,,Downtown Philadelphia is becoming a cesspool.,"My wife had to spend time at the UP Hospital in Philadelphia. thank God I was licensed to carry in Pa. Downtown. Therefore, Downtown Philadelphia is becoming a cesspool.",conclusion,UFS,UFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
13941117_2,119,I feel like I should pull out my passport when I want into walmart with all the * * * * ing pakis and * * * * in there,Walmart is full of * * * * ing pakis and * * * * in there .,,,I should pull out my passport when I want into walmart.,"Walmart is full of * * * * ing pakis and * * * * in there . Therefore, I should pull out my passport when I want into walmart.",premise0,CFS,,,NFS,1.0,0.0,0.0,0.0,,,,HS
30392062_1,120,White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,White kids need to interact with kneegrows and other non white kids.,,,"If they don't, they will be lost in the real world.","White kids need to interact with kneegrows and other non white kids. Therefore, If they don't, they will be lost in the real world.",premise0,CFS,,,NFS,1.0,0.0,0.0,0.0,,,,HS
13860974_1,121,I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!,I was unaware that the bar was owned by a person of color.,,,I will never go to the bar again.,"I was unaware that the bar was owned by a person of color. Therefore, I will never go to the bar again.",conclusion,UFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
13506182_1,122,Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,The communist party was mostly composed of Jews.,The communist party wanted to take the property of non-Jewish people.,,"To do this, they wanted to kill any non-Jewish person who stood in their way or had property that they desired.","The communist party was mostly composed of Jews. The communist party wanted to take the property of non-Jewish people. Therefore, To do this, they wanted to kill any non-Jewish person who stood in their way or had property that they desired.",premise1,CFS,CFS,,CFS,0.0,1.0,0.0,1.0,,,,HS
14023149_1,123,Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,A lot of houses are being bought in my area.,,,In these houses a large inbred family coming to the UK can be housed.,"A lot of houses are being bought in my area. Therefore, In these houses a large inbred family coming to the UK can be housed.",conclusion,CFS,,,UFS,0.0,0.0,0.0,1.0,,,,HS
14034178_1,124,"All of the security guards i see are white but maybe , just maybe , i 'm blessed because no doubt these negro security guards abuse their power .",All of the security guards I see are white.,Negro security guards abuse their power.,,I am blessed.,"All of the security guards I see are white. Negro security guards abuse their power. Therefore, I am blessed.",premise1,CFS,CFS,,NFS,0.0,1.0,0.0,0.0,,,,HS
13288491_1,125,Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,Nothing is being done to negroes when a crime is committed.,,,It is expectable that negroes have been busy the last few weeks.,"Nothing is being done to negroes when a crime is committed. Therefore, It is expectable that negroes have been busy the last few weeks.",premise0,CFS,,,UFS,1.0,0.0,0.0,1.0,,,,HS
30486700_1,126,There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .,A bitch that is hungry for a dick is not worth reasoning with.,Negroid men will eventually kick her after a few tries.,,It is better to forget her and let her perish in shame.,"A bitch that is hungry for a dick is not worth reasoning with. Negroid men will eventually kick her after a few tries. Therefore, It is better to forget her and let her perish in shame.",premise0,NFS,CFS,,NFS,1.0,1.0,0.0,1.0,,,,HS
14039567_1,127,"Yeah London has gone to hell , when all the remaining whites are gone it will become a zombie town of crumbling buildings , dealers and junkies .",The remaining whites are leaving London.,London has gone to hell.,,"London will become a zombie town of crumbling buildings, dealers, and junkies.","The remaining whites are leaving London. London has gone to hell. Therefore, London will become a zombie town of crumbling buildings, dealers, and junkies.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14039939_1,128,i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke,Kingston upon Thames is infested by immigrants.,"Surrey, just outside Kingston upon Thames, is a better option than living in inner London.",,"I would move to Surrey, just outside Kingston upon Thames,.","Kingston upon Thames is infested by immigrants. Surrey, just outside Kingston upon Thames, is a better option than living in inner London. Therefore, I would move to Surrey, just outside Kingston upon Thames,.",premise0,CFS,CFS,,NFS,1.0,0.0,0.0,0.0,,,,HS
31752057_3,129,And second of all whites are smarter than asians and if you ever look at bodybuilding contests you will see only whites maybe one or 2 blacks .,Bodybuilding contests only have whites and maybe one or two blacks.,,,Whites are smarter and stronger than asians and blacks.,"Bodybuilding contests only have whites and maybe one or two blacks. Therefore, Whites are smarter and stronger than asians and blacks.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
30411170_1,130,"Strange how the Swedes were once the most peaceful people in the world , then the Jews make them into liberals who wanted to genocide them selves .",The Swedes were once known as the most peaceful people in the world.,The Jews influenced the Swedes to become more liberal.,,The Swedes' wanted to commit genocide against themselves.,"The Swedes were once known as the most peaceful people in the world. The Jews influenced the Swedes to become more liberal. Therefore, The Swedes' wanted to commit genocide against themselves.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
13060194_2,131,We need to make sure every white child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .,We need to prioritize every white child and adult is fed.,,,We don't need to worry about helpless people who have to eat cow crap in order to survive .,"We need to prioritize every white child and adult is fed. Therefore, We don't need to worry about helpless people who have to eat cow crap in order to survive .",conclusion,NFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
14062533_7,132,"Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school .",Marco is a German patriot and musician.,Marco produced music for a local school.,,ZOG thinks Marco committed a heinous crime.,"Marco is a German patriot and musician. Marco produced music for a local school. Therefore, ZOG thinks Marco committed a heinous crime.",conclusion,UFS,UFS,,UFS,0.0,0.0,0.0,0.0,,,,HS
14078237_1,133,"If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .",Stupid brown savages are slaughtering animals and worshipping them in India.,,,They are poor and starving.,"Stupid brown savages are slaughtering animals and worshipping them in India. Therefore, They are poor and starving.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
14670440_1,134,"When the wheel hits the road , it wo n't matter if you swing for yellow or black , just that you swing from the nearest overpass .",when you drive you have to swing.,,,The swing would hit either yellow or black people.,"when you drive you have to swing. Therefore, The swing would hit either yellow or black people.",conclusion,UFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
14039906_2,135,There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,There have been times when I have walked past some Nigerian or skinny people.,They will cough with their hand at their side.,,They don't care for those around them .,"There have been times when I have walked past some Nigerian or skinny people. They will cough with their hand at their side. Therefore, They don't care for those around them .",conclusion,UFS,UFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
13643462_1,136,Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,There is an anti-white festival in town.,The festival is not welcomed.,,The locals should take action against the anti-white festival in their town.,"There is an anti-white festival in town. The festival is not welcomed. Therefore, The locals should take action against the anti-white festival in their town.",conclusion,UFS,UFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
30754294_1,137,you just say blacks hate the cold. the only reason they are good athletes is because when you have to run lions and tigers you get fast or eaten .,Blacks have to run from lions and tigers.,,,Black people are good athletes.,"Blacks have to run from lions and tigers. Therefore, Black people are good athletes.",premise0,UFS,,,CFS,1.0,0.0,0.0,0.0,,,,HS
14030456_1,138,We'll never give up ... The jews can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...,The Jews are sending their third world minions after the European people.,,,"We will never give up, and we will never surrender to the Jews.","The Jews are sending their third world minions after the European people. Therefore, We will never give up, and we will never surrender to the Jews.",premise0,CFS,,,NFS,1.0,0.0,0.0,1.0,,,,HS
14302798_1,139,Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,Foreign nationals have invaded our country.,,,We should call the jackass and inform him about the situation.,"Foreign nationals have invaded our country. Therefore, We should call the jackass and inform him about the situation.",premise0,CFS,,,NFS,1.0,0.0,0.0,0.0,,,,HS
30618051_1,140,"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .","Having a black, Kenyan White-hating muslime in the Whitehouse has created something bad.",,,The result can be seen in Tarantino's latest flick Django Unchained.,"Having a black, Kenyan White-hating muslime in the Whitehouse has created something bad. Therefore, The result can be seen in Tarantino's latest flick Django Unchained.",premise0,CFS,,,UFS,1.0,0.0,0.0,0.0,,,,HS
13477847_1,141,"A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday , saying the plant 's dirty birds posed a health risk to the community .",The dirty birds in a filthy jew kosher slaughterhouse posed a health risk to the community.,,,A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday.,"The dirty birds in a filthy jew kosher slaughterhouse posed a health risk to the community. Therefore, A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday.",premise0,CFS,,,CFS,1.0,0.0,0.0,1.0,,,,HS
12834493_1,142,"She may or may not be a Jew but she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on , what a muppet !",she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on.,,,She may or may not be a Jew.,"she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on. Therefore, She may or may not be a Jew.",premise0,CFS,,,UFS,1.0,0.0,0.0,0.0,,,,HS
13855831_1,143,another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was an immigrant who waited till she got off the boat to give birth,A person that is second generation London Jamaican is giving out about Ireland.,This means that her mother was an immigrant who waited till she got off the boat to give birth.,,Her opinion does not count.,"A person that is second generation London Jamaican is giving out about Ireland. This means that her mother was an immigrant who waited till she got off the boat to give birth. Therefore, Her opinion does not count.",premise1,NFS,CFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
