text,openai_cat_harassment,openai_cat_harassment_threatening,openai_cat_hate,openai_cat_hate_threatening,openai_cat_illicit,openai_cat_illicit_violent,openai_cat_self_harm,openai_cat_self_harm_instructions,openai_cat_self_harm_intent,openai_cat_sexual,openai_cat_sexual_minors,openai_cat_violence,openai_cat_violence_graphic,openai_cat_harassment/threatening,openai_cat_hate/threatening,openai_cat_illicit/violent,openai_cat_self-harm/intent,openai_cat_self-harm/instructions,openai_cat_self-harm,openai_cat_sexual/minors,openai_cat_violence/graphic,openai_score_harassment,openai_score_harassment_threatening,openai_score_hate,openai_score_hate_threatening,openai_score_illicit,openai_score_illicit_violent,openai_score_self_harm,openai_score_self_harm_instructions,openai_score_self_harm_intent,openai_score_sexual,openai_score_sexual_minors,openai_score_violence,openai_score_violence_graphic,openai_score_harassment/threatening,openai_score_hate/threatening,openai_score_illicit/violent,openai_score_self-harm/intent,openai_score_self-harm/instructions,openai_score_self-harm,openai_score_sexual/minors,openai_score_violence/graphic,openai_flagged
"Birmingham was once known as the ""workshop of the world"" and a city of a thousand trades. The city has now deteriorated and is producing black scumbags. Therefore, I am really disgusted by what Birmingham has become.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9767381046652286,0.0008396684131465302,0.9572988663992115,1.0889691002655445e-05,1.6865275398914433e-05,3.2699273422345685e-06,1.0229985472581487e-05,1.5936620247162786e-06,2.931153855960119e-06,5.357805383473943e-05,4.069457790466838e-06,0.0005194862076891146,8.888084683809127e-06,0.0008396684131465302,1.0889691002655445e-05,3.2699273422345685e-06,2.931153855960119e-06,1.5936620247162786e-06,1.0229985472581487e-05,4.069457790466838e-06,8.888084683809127e-06,TRUE
"Nigeria is acting like one big ghetto queen. Nigeria is squeezing out more baby negroes. Therefore, Nigeria wants a bigger handout from the government.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9761479539557874,0.019207239668121632,0.44100304753412084,6.46203290719727e-05,0.003782132610150313,1.3982207564732913e-05,0.0005197481018433826,0.00021728502973641055,0.00023495794751787928,0.01048616105282962,0.00023596606820630445,0.0011910337569959485,1.971694219622292e-05,0.019207239668121632,6.46203290719727e-05,1.3982207564732913e-05,0.00023495794751787928,0.00021728502973641055,0.0005197481018433826,0.00023596606820630445,1.971694219622292e-05,TRUE
"Liberals want to blame White people. The breeding with Arabs is the cause of the problem. Therefore, Liberals are trying to deceive people.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.978298765413543,0.0030773439594146803,0.44203008109736175,2.1318756129065198e-05,0.0015011664979821615,1.141223854434603e-05,0.0004728934314407662,0.00021465690721078674,0.00021713669539495865,0.020771555435745475,0.00027791905585136147,0.0005935553564438082,5.920916517463734e-06,0.0030773439594146803,2.1318756129065198e-05,1.141223854434603e-05,0.00021713669539495865,0.00021465690721078674,0.0004728934314407662,0.00027791905585136147,5.920916517463734e-06,TRUE
"Muslims breed like vermin. Therefore, Muslims want to breed out other races in order to become the majority.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9818299277588565,0.03817906047476576,0.9585438910668849,1.5118199327273332e-05,0.0038066262596142325,1.141223854434603e-05,0.0004600208190220042,0.00021745384064690608,0.00022001536555728952,0.010218037575753522,0.00014550629385328434,0.010216877736395754,1.4202364022997911e-05,0.03817906047476576,1.5118199327273332e-05,1.141223854434603e-05,0.00022001536555728952,0.00021745384064690608,0.0004600208190220042,0.00014550629385328434,1.4202364022997911e-05,TRUE
"Jews of Summer Redstone and MTV put likes on media posts. This happens in all European nations. Therefore, News and media is pushed by Jews.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.650145018797884,0.006042649133716827,0.08681023711287171,1.941131867789626e-05,0.0015086444739336401,8.220189478350845e-06,0.0004835135941563736,0.00021478433912260148,0.00021789598759221768,0.00012644219446392274,1.8814207550495463e-05,0.0005616997185942735,1.5598027633743823e-05,0.006042649133716827,1.941131867789626e-05,8.220189478350845e-06,0.00021789598759221768,0.00021478433912260148,0.0004835135941563736,1.8814207550495463e-05,1.5598027633743823e-05,TRUE
"Ignorant lefties fight for ""their class"". Lefties are making a mockery of their culture and heritage. Therefore, The red scum will never wake up.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9802954682746564,0.01754423598161141,0.8599520597039517,9.399438806628559e-05,0.001503950472359752,1.5598027633743823e-05,0.0004737802338585972,0.00022479961043891307,0.0002207184759315317,6.070755804415097e-05,3.0061635882429376e-05,0.04706000627982673,2.199533724320648e-05,0.01754423598161141,9.399438806628559e-05,1.5598027633743823e-05,0.0002207184759315317,0.00022479961043891307,0.0004737802338585972,3.0061635882429376e-05,2.199533724320648e-05,TRUE
"The sickening media brainwashes the negroes. This is present even in countries where there are not many Negroes. Therefore, This is becoming a sickening trend in society.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9798260404572329,0.019722586928646764,0.3088287694496222,2.3782205064034188e-05,0.0038104696331298193,2.6947915555885546e-05,0.0005679861126890581,0.00021711883543968174,0.0002363778348378399,7.67292412858718e-05,5.9766937110286536e-05,0.01611352314297458,5.7031570707833595e-05,0.019722586928646764,2.3782205064034188e-05,2.6947915555885546e-05,0.0002363778348378399,0.00021711883543968174,0.0005679861126890581,5.9766937110286536e-05,5.7031570707833595e-05,TRUE
"Black and brown refugees that are flooding the country now are fake. Therefore, Legitimate refugees from a war conflict should be treated differently from black and brown refugees.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8903992944298462,0.020068353230543887,0.5666082122108962,5.0333557545281144e-05,0.0038024542907721935,1.2731104162213555e-05,3.0718185454758057e-06,1.0783312222985275e-06,2.212566909570261e-06,1.9110431587777674e-05,6.40200641038395e-06,0.000571992748445894,6.922183404468203e-06,0.020068353230543887,5.0333557545281144e-05,1.2731104162213555e-05,2.212566909570261e-06,1.0783312222985275e-06,3.0718185454758057e-06,6.40200641038395e-06,6.922183404468203e-06,TRUE
"The teams should represent the best of our nations. Therefore, Seeing the teams of white nations have black players in their ranks is a depressing sight.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7390368754392471,0.0009555126901184558,0.18203936989100256,3.1999824407395835e-05,3.379794251899563e-05,8.750299760661308e-06,0.0004558265687732626,3.169325442919291e-06,0.00021625192716922701,5.27478412523148e-05,1.0720880092159908e-05,0.0005214731209501454,9.170196905195049e-06,0.0009555126901184558,3.1999824407395835e-05,8.750299760661308e-06,0.00021625192716922701,3.169325442919291e-06,0.0004558265687732626,1.0720880092159908e-05,9.170196905195049e-06,TRUE
"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. Therefore, I hope that O'Connor's pub in Cloghane Village has not been invaded.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.0662982488383408e-05,4.908661889889002e-06,2.840974294610978e-06,2.332074525844782e-07,3.944258675190877e-06,3.169325442919291e-06,1.5936620247162786e-06,1.2482708949986417e-07,6.144174602214718e-07,1.0129990980873922e-06,8.851569304133282e-08,5.920916517463734e-06,6.962256250138369e-07,4.908661889889002e-06,2.332074525844782e-07,3.169325442919291e-06,6.144174602214718e-07,1.2482708949986417e-07,1.5936620247162786e-06,8.851569304133282e-08,6.962256250138369e-07,FALSE
"They show disrespect to other people because they know it pisses the whites off. Therefore, They have no respect for themselves.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6487842839169041,0.0008612630478606511,0.3086819429085809,1.7130819343483194e-05,1.753699377377387e-05,3.4808121961114687e-06,0.0004706276972958211,0.00021221394297262693,0.0002182938001211795,5.8840881855693875e-05,6.922183404468203e-06,0.0005079785823772643,6.40200641038395e-06,0.0008612630478606511,1.7130819343483194e-05,3.4808121961114687e-06,0.0002182938001211795,0.00021221394297262693,0.0004706276972958211,6.922183404468203e-06,6.40200641038395e-06,TRUE
"Average negro lacks the intellect for basic firearms training. Therefore, If they ever fired them I'd expect they'd do more damage to themselves.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9806044289601727,0.047179901580437306,0.8631690558792651,0.003407693128708971,0.028609356649203964,0.002189086307907282,0.018573997086468147,0.0002882379601109455,0.0003378644778878877,5.27478412523148e-05,1.6603846953733614e-05,0.15305677882904115,6.361912109467577e-05,0.047179901580437306,0.003407693128708971,0.002189086307907282,0.0003378644778878877,0.0002882379601109455,0.018573997086468147,1.6603846953733614e-05,6.361912109467577e-05,TRUE
"It's time for some old west justice. Therefore, These two sombitches need to be taken out.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.645271445151027,0.3976142840893183,0.08754995422159288,0.004238899032804699,0.007654388532154921,0.0016630322758141949,0.0004564721797880551,0.00021306696643001507,0.00022735757340977805,0.0030191947476948433,2.2693385749600554e-05,0.4251085090595128,0.0015643325470709956,0.3976142840893183,0.004238899032804699,0.0016630322758141949,0.00022735757340977805,0.00021306696643001507,0.0004564721797880551,2.2693385749600554e-05,0.0015643325470709956,TRUE
"My wife had to spend time at the UP Hospital in Philadelphia. thank God I was licensed to carry in Pa. Downtown. Therefore, Downtown Philadelphia is becoming a cesspool.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.19795515304917505,0.0012967743333326715,0.020126479944047662,1.9110431587777674e-05,0.00766816632700942,0.0001635675329238902,0.0005210739346422647,2.3187477504664324e-06,0.00022388481049310266,4.108485376346404e-05,1.670142184809518e-06,0.01625575383038594,4.8785712278226595e-05,0.0012967743333326715,1.9110431587777674e-05,0.0001635675329238902,0.00022388481049310266,2.3187477504664324e-06,0.0005210739346422647,1.670142184809518e-06,4.8785712278226595e-05,FALSE
"Walmart is full of * * * * ing pakis and * * * * in there . Therefore, I should pull out my passport when I want into walmart.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9811827935942593,0.04091449267971154,0.827952455484909,4.044814978420809e-05,0.019496484787376932,1.3765463368900109e-05,0.000482769314419773,2.0785170435063726e-06,0.00021625192716922701,0.0001597845494017344,2.453694805426225e-05,0.01027840720714772,1.2731104162213555e-05,0.04091449267971154,4.044814978420809e-05,1.3765463368900109e-05,0.00021625192716922701,2.0785170435063726e-06,0.000482769314419773,2.453694805426225e-05,1.2731104162213555e-05,TRUE
"White kids need to interact with kneegrows and other non white kids. Therefore, If they don't, they will be lost in the real world.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3424069160467282,0.0012694394051747302,0.03546914537820083,6.166297347617125e-05,3.770285666951213e-05,1.0391067562761452e-05,7.484622751061123e-06,2.710880136557205e-06,0.00021608311625873148,0.0008704335119750585,0.0002889581017773627,0.0005041382353302037,6.205049602300744e-06,0.0012694394051747302,6.166297347617125e-05,1.0391067562761452e-05,0.00021608311625873148,2.710880136557205e-06,7.484622751061123e-06,0.0002889581017773627,6.205049602300744e-06,FALSE
"I was unaware that the bar was owned by a person of color. Therefore, I will never go to the bar again.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.10765401558304999,2.737216731838081e-05,0.08640947165079772,5.920916517463734e-06,4.61127481426412e-06,1.4285517650093407e-06,4.069457790466838e-06,2.0580491096133835e-07,1.8631746484712008e-06,4.832563818725537e-06,2.2603242979035749e-07,5.307507822667365e-06,8.139692624947503e-07,2.737216731838081e-05,5.920916517463734e-06,1.4285517650093407e-06,1.8631746484712008e-06,2.0580491096133835e-07,4.069457790466838e-06,2.2603242979035749e-07,8.139692624947503e-07,FALSE
"The communist party was mostly composed of Jews. The communist party wanted to take the property of non-Jewish people. Therefore, To do this, they wanted to kill any non-Jewish person who stood in their way or had property that they desired.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25276857743957887,0.12052392758034888,0.1838497500039327,0.05859795908477314,0.02012094413698062,0.002165846212139845,0.000490331794854473,0.0002126730047458992,0.0002233150331012493,5.792916699214217e-05,3.1999824407395835e-05,0.8490783042066004,0.001610160050623429,0.12052392758034888,0.05859795908477314,0.002165846212139845,0.0002233150331012493,0.0002126730047458992,0.000490331794854473,3.1999824407395835e-05,0.001610160050623429,TRUE
"A lot of houses are being bought in my area. Therefore, In these houses a large inbred family coming to the UK can be housed.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20026705234781197,0.0012694394051747302,0.045028719645541795,3.569706350376584e-05,0.003781641680273752,1.8235460794662427e-05,1.3765463368900109e-05,1.9223170236538178e-06,0.0002115672857688723,0.0008648818595419032,6.263341581094202e-05,0.0005360157526065469,1.941131867789626e-05,0.0012694394051747302,3.569706350376584e-05,1.8235460794662427e-05,0.0002115672857688723,1.9223170236538178e-06,1.3765463368900109e-05,6.263341581094202e-05,1.941131867789626e-05,FALSE
"All of the security guards I see are white. Negro security guards abuse their power. Therefore, I am blessed.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.893763539000368,0.005742775751556045,0.5721044206852691,2.234163601827719e-05,3.077430764601415e-05,5.475976980449466e-06,0.00045747920821094843,9.818326983657703e-07,3.8831109868779005e-06,0.0008704335119750585,2.305067219931397e-05,0.010195698501488519,9.314593042575101e-06,0.005742775751556045,2.234163601827719e-05,5.475976980449466e-06,3.8831109868779005e-06,9.818326983657703e-07,0.00045747920821094843,2.305067219931397e-05,9.314593042575101e-06,TRUE
"Nothing is being done to negroes when a crime is committed. Therefore, It is expectable that negroes have been busy the last few weeks.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8880868023549434,0.03689200578070806,0.0448822879019106,3.8596609058077356e-05,0.00380526904026565,3.459916031782155e-05,0.0005609433189649217,4.006369222920725e-06,0.00025769980530051704,0.00011879054941163418,1.8235460794662427e-05,0.016290141803287597,5.8840881855693875e-05,0.03689200578070806,3.8596609058077356e-05,3.459916031782155e-05,0.00025769980530051704,4.006369222920725e-06,0.0005609433189649217,1.8235460794662427e-05,5.8840881855693875e-05,TRUE
"A bitch that is hungry for a dick is not worth reasoning with. Negroid men will eventually kick her after a few tries. Therefore, It is better to forget her and let her perish in shame.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.978897382060816,0.5711632275071798,0.8247949529535159,0.02359611207183705,0.007667081617427717,8.559006367452268e-05,0.000557563395639179,0.00022479961043891307,0.0002464470899300356,0.39886531668330244,0.00012255674483830522,0.7862312529282515,0.0015908264094606059,0.5711632275071798,0.02359611207183705,8.559006367452268e-05,0.0002464470899300356,0.00022479961043891307,0.000557563395639179,0.00012255674483830522,0.0015908264094606059,TRUE
"The remaining whites are leaving London. London has gone to hell. Therefore, London will become a zombie town of crumbling buildings, dealers, and junkies.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4552447251343125,0.006467779601454996,0.12352793715860913,0.0033768397288746364,0.0037888758311113778,1.7674513810355872e-05,0.00047921731131957026,4.331903899346328e-06,0.000223597696961234,1.1959857805023158e-05,1.4285517650093407e-06,0.01596661134304129,6.771942330385674e-05,0.006467779601454996,0.0033768397288746364,1.7674513810355872e-05,0.000223597696961234,4.331903899346328e-06,0.00047921731131957026,1.4285517650093407e-06,6.771942330385674e-05,TRUE
"Kingston upon Thames is infested by immigrants. Surrey, just outside Kingston upon Thames, is a better option than living in inner London. Therefore, I would move to Surrey, just outside Kingston upon Thames,.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8426622938216557,0.019573707035337184,0.3858325988569188,0.0033201629599620666,0.007581882982406542,4.583129006350382e-05,0.0004806049333455612,0.0002169552172070121,0.00023189247385640036,4.238847419937498e-05,8.220189478350845e-06,0.0011812131826251435,6.605214485464791e-06,0.019573707035337184,0.0033201629599620666,4.583129006350382e-05,0.00023189247385640036,0.0002169552172070121,0.0004806049333455612,8.220189478350845e-06,6.605214485464791e-06,TRUE
"Bodybuilding contests only have whites and maybe one or two blacks. Therefore, Whites are smarter and stronger than asians and blacks.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9773100741820131,0.006228548393007852,0.6992350641688736,3.150386940813393e-05,2.9827764155515033e-05,5.475976980449466e-06,0.0004624317865236275,3.4808121961114687e-06,0.00021751041144712992,0.00013045066466158166,7.967300986103147e-06,0.0005775117631028116,1.0229985472581487e-05,0.006228548393007852,3.150386940813393e-05,5.475976980449466e-06,0.00021751041144712992,3.4808121961114687e-06,0.0004624317865236275,7.967300986103147e-06,1.0229985472581487e-05,TRUE
"The Swedes were once known as the most peaceful people in the world. The Jews influenced the Swedes to become more liberal. Therefore, The Swedes' wanted to commit genocide against themselves.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.14284721509016265,0.03963704609058088,0.045575860599298114,0.00522074624198571,0.01664890042344987,0.0016023815185324858,0.16043836981635462,0.00043174887759455267,0.008965676618262754,0.0007226435938923609,5.8840881855693875e-05,0.4009295156605663,0.003480054696633138,0.03963704609058088,0.00522074624198571,0.0016023815185324858,0.008965676618262754,0.00043174887759455267,0.16043836981635462,5.8840881855693875e-05,0.003480054696633138,TRUE
"We need to prioritize every white child and adult is fed. Therefore, We don't need to worry about helpless people who have to eat cow crap in order to survive .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6531336207163552,0.017491747238490875,0.08756530530772497,8.167381046669487e-05,3.353501304664781e-05,1.535623976496012e-05,0.0004664994696390103,0.00021728502973641055,0.00024277179663959579,3.1999824407395835e-05,1.2731104162213555e-05,0.0013009064785522808,2.0027376671813928e-05,0.017491747238490875,8.167381046669487e-05,1.535623976496012e-05,0.00024277179663959579,0.00021728502973641055,0.0004664994696390103,1.2731104162213555e-05,2.0027376671813928e-05,TRUE
"Marco is a German patriot and musician. Marco produced music for a local school. Therefore, ZOG thinks Marco committed a heinous crime.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1430763342387129,0.0012562396151415123,0.020715186039671016,8.559006367452268e-05,0.0037811545660766457,3.569706350376584e-05,0.0004667426519547087,3.6478537675800286e-06,0.00021467682920914668,0.0007193703321376295,0.00015247863912257493,0.010199160408073261,4.583129006350382e-05,0.0012562396151415123,8.559006367452268e-05,3.569706350376584e-05,0.00021467682920914668,3.6478537675800286e-06,0.0004667426519547087,0.00015247863912257493,4.583129006350382e-05,FALSE
"Stupid brown savages are slaughtering animals and worshipping them in India. Therefore, They are poor and starving.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9797756332416123,0.03773997256929537,0.8834439330736257,0.004257032596025322,0.005300208854299942,4.802972318863164e-05,0.000498117286778684,0.0002196993293507774,0.00023189247385640036,0.0008186102388378728,3.682979260160596e-05,0.5132246611803253,0.016105708672900655,0.03773997256929537,0.004257032596025322,4.802972318863164e-05,0.00023189247385640036,0.0002196993293507774,0.000498117286778684,3.682979260160596e-05,0.016105708672900655,TRUE
"when you drive you have to swing. Therefore, The swing would hit either yellow or black people.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7221578892549488,0.3496106819766248,0.387357439102481,0.0359021399617913,0.02022559813209388,0.002150941403114692,0.0005371082750745437,0.00023034635470828483,0.00024909567651839985,5.193048644949271e-05,1.1235328063870752e-05,0.4274346182181799,0.0015631438690580767,0.3496106819766248,0.0359021399617913,0.002150941403114692,0.00024909567651839985,0.00023034635470828483,0.0005371082750745437,1.1235328063870752e-05,0.0015631438690580767,TRUE
"There have been times when I have walked past some Nigerian or skinny people. They will cough with their hand at their side. Therefore, They don't care for those around them .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6462479430855427,0.0008861067611233937,0.10436189762290714,2.95957113513077e-05,2.4923252458203565e-05,9.915273115920183e-06,0.004697396171800581,0.00021871232492480899,0.00030858533984205353,3.3015272509780104e-05,7.2543618230189156e-06,0.0011844359069379858,2.5315637215092633e-05,0.0008861067611233937,2.95957113513077e-05,9.915273115920183e-06,0.00030858533984205353,0.00021871232492480899,0.004697396171800581,7.2543618230189156e-06,2.5315637215092633e-05,TRUE
"There is an anti-white festival in town. The festival is not welcomed. Therefore, The locals should take action against the anti-white festival in their town.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2008003473419473,0.01040214286848859,0.18085999147044357,0.00470116784734669,0.01665805796392924,0.0001635675329238902,0.0004552008131639649,0.00021286690840069392,0.00022303674997692745,2.0988308820313112e-05,8.220189478350845e-06,0.0011749162498717969,6.814872211615988e-06,0.01040214286848859,0.00470116784734669,0.0001635675329238902,0.00022303674997692745,0.00021286690840069392,0.0004552008131639649,8.220189478350845e-06,6.814872211615988e-06,FALSE
"Blacks have to run from lions and tigers. Therefore, Black people are good athletes.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.28459107492312286,0.0008587114598224063,0.007758531289546755,2.4923252458203565e-05,2.4346046497898516e-05,7.484622751061123e-06,1.2148175280558357e-05,2.3923509443082866e-06,0.00021695417048520467,1.1235328063870752e-05,1.1478768127080353e-06,0.0005957051194471736,7.843789122138342e-06,0.0008587114598224063,2.4923252458203565e-05,7.484622751061123e-06,0.00021695417048520467,2.3923509443082866e-06,1.2148175280558357e-05,1.1478768127080353e-06,7.843789122138342e-06,FALSE
"The Jews are sending their third world minions after the European people. Therefore, We will never give up, and we will never surrender to the Jews.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9813486501440332,0.7890893735373871,0.8798467338985633,0.004593983482860107,0.005297481607239507,3.459916031782155e-05,0.0004870104393978988,0.00021663554986598826,0.00023404764440531787,0.000754511454683582,6.46203290719727e-05,0.18315720750231174,2.199533724320648e-05,0.7890893735373871,0.004593983482860107,3.459916031782155e-05,0.00023404764440531787,0.00021663554986598826,0.0004870104393978988,6.46203290719727e-05,2.199533724320648e-05,TRUE
"Foreign nationals have invaded our country. Therefore, We should call the jackass and inform him about the situation.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8057718838706006,0.006137135684857189,0.32756139238473897,0.003400210025697148,0.00763690708576052,6.263341581094202e-05,7.14190139989638e-06,0.00021348633304871885,0.00021411253592723288,8.559006367452268e-05,8.220189478350845e-06,0.0005852836038915696,5.738759521437678e-06,0.006137135684857189,0.003400210025697148,6.263341581094202e-05,0.00021411253592723288,0.00021348633304871885,7.14190139989638e-06,8.220189478350845e-06,5.738759521437678e-06,TRUE
